Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment URL ID,Agency Investment URL ID,Valid Public URL,Investment URL,invURL - A - Related Datasets,invURL - B - Related API,invURL - C - Related Social Media,invURL - D - General Information,invURL - E - Related to Broader Program/Business,invURL - F - Mobile Application Name,invURL - Mobile Audience Focus,invURL - Responsive Design For Mobile,Updated Date,Updated Time
"029-555555110","8","029","Department of Veterans Affairs","4335","","No","http://www.itdashboard.gov/investmentbuscid&#61;8","no","yes","no","yes","no","No","no","no","09/10/2013","13:16:59"
"029-555555110","8","029","Department of Veterans Affairs","247","","Yes","http://www.telehealth.va.gov/","no","no","no","no","yes","","","","09/12/2012","12:39:53"
"029-555555110","8","029","Department of Veterans Affairs","251","","Yes","http://www.telehealth.va.gov/real-time/index.asp","no","no","no","no","yes","","","","09/12/2012","12:39:53"
"184-000000008","10","184","U.S. Agency for International Development","4753","GLAAS-URL-1","Yes","https://www.itdashboard.gov/investmentbuscid=10","no","no","no","yes","no","no","no","no","09/12/2013","15:14:38"
"184-000000005","12","184","U.S. Agency for International Development","1101","","Yes","http://www.usaid.gov/results-and-data/budget-spending/where-does-money-go","yes","yes","no","yes","yes","","no","no","09/12/2013","15:15:54"
"007-000000049","13","007","Department of Defense","5735","181","No","http://www.health.mil/about-mhs/organizational-overview/defense-health-clinical-systems","no","no","no","yes","no","no","no","no","02/03/2015","15:11:15"
"007-000000049","13","007","Department of Defense","5433","150","No","http://www.health.mil/about-mhs/organizational-overview/health-information-technology","no","no","no","no","yes","no","no","no","02/03/2015","15:11:15"
"007-000000155","14","007","Department of Defense","5815","234","Yes","https://gcssmc.csd.disa.mil/gcssmc_portal/training.html","no","no","no","yes","no","n/a","no","no","02/03/2015","15:11:38"
"007-000000178","15","007","Department of Defense","5219","131","Yes","http://www.deams.af.mil/","no","no","no","yes","no","no","no","no","03/18/2014","10:54:40"
"007-000000186","16","007","Department of Defense","5221","112","No","http://www.erp.navy.mil/","no","no","no","yes","no","no","no","no","03/18/2014","10:54:46"
"007-000000186","16","007","Department of Defense","5225","113","No","http://www.erp.navy.mil/public_information.html","no","no","no","yes","no","no","no","no","03/18/2014","10:54:46"
"007-000000186","16","007","Department of Defense","5229","116","Yes","http://twitter.com/#!/navyerp","no","no","yes","no","no","no","no","no","03/18/2014","10:54:46"
"007-000000186","16","007","Department of Defense","5223","114","Yes","https://www.facebook.com/pages/navy-erp/90444263381","no","no","yes","no","no","no","no","no","03/18/2014","10:54:46"
"007-000000186","16","007","Department of Defense","5227","115","No","http://www.linkedin.com/company/navy-erp","no","no","yes","no","no","no","no","no","03/18/2014","10:54:46"
"007-000000192","18","007","Department of Defense","5817","232","No","https://jetsupport.jetisre.com/","yes","no","no","no","no","n/a","no","no","02/03/2015","15:12:13"
"007-000000314","19","007","Department of Defense","5739","194","No","https://www.gfebs.army.mil/","no","no","no","no","yes","no","no","no","02/03/2015","15:12:25"
"007-000000314","19","007","Department of Defense","5233","49","No","https://prodep.gfebs-erp.army.mil/","no","no","no","yes","no","no","no","no","03/18/2014","10:55:00"
"007-000000342","20","007","Department of Defense","5265","95","Yes","http://peoc3t.army.mil/tr/","no","no","no","yes","no","no","no","no","03/19/2014","08:50:43"
"007-000000510","25","007","Department of Defense","5237","58","No","http://www.health.mil/about-mhs/organizational-overview/defense-health-services-system-program-office","no","no","no","yes","no","no","no","no","10/01/2014","10:59:56"
"007-000000594","26","007","Department of Defense","5747","218","No","TBD","no","no","no","no","no","no","no","no","02/03/2015","15:24:06"
"007-000000595","27","007","Department of Defense","5411","51","Yes","http://www.disa.mil/services/network-services","yes","no","no","no","no","no","no","no","03/18/2014","11:05:23"
"007-000000613","28","007","Department of Defense","5745","63","No","http://www.health.mil/mhscio/programs_products/dhss/dhss-products/dmlss.aspx","no","no","no","yes","no","no","no","no","10/01/2014","11:13:02"
"007-000000880","30","007","Department of Defense","5439","159","No","http://en.wikipedia.org/wiki/global_broadcast_service","yes","no","no","no","no","no","no","no","02/03/2015","15:27:29"
"007-000000880","30","007","Department of Defense","5821","226","Yes","http://www.losangeles.af.mil/library/factsheets/factsheet.aspid=7853","no","yes","no","no","no","n/a","no","no","02/03/2015","15:27:29"
"007-000000881","31","007","Department of Defense","5267","101","Yes","http://www.disa.mil/services/command-and-control/gccs-j","yes","yes","yes","yes","yes","no","no","no","03/18/2014","11:05:43"
"026-000002411","32","026","National Aeronautics and Space Administration","4743","","No","No","no","no","no","no","no","no","no","no","09/12/2013","15:04:23"
"026-000002411","32","026","National Aeronautics and Space Administration","4747","","No","No","no","no","no","yes","no","No","no","no","09/12/2013","15:00:33"
"026-000002411","32","026","National Aeronautics and Space Administration","4751","","No","httpsL//ice-nasa.gov","no","no","no","no","no","No","no","no","09/09/2014","14:29:41"
"026-000002411","32","026","National Aeronautics and Space Administration","4745","","No","No","no","no","no","no","no","No","no","yes","09/12/2013","15:00:33"
"026-000002411","32","026","National Aeronautics and Space Administration","4749","","Yes","https://portal.nasa.gov","no","no","no","no","no","No","no","yes","09/09/2014","14:29:41"
"007-000000884","33","007","Department of Defense","5251","26","Yes","https://www.itdashboard.gov/investmentbuscid=33","no","no","no","yes","no","no","no","no","03/18/2014","11:05:54"
"026-000001501","37","026","National Aeronautics and Space Administration","4075","65509","Yes","http://earthdata.nasa.gov/","yes","yes","yes","yes","yes","earthdata.nasa.gov/worldview","no","yes","09/09/2014","11:09:05"
"026-000001501","37","026","National Aeronautics and Space Administration","1453","","No","","yes","yes","no","yes","yes","","","","09/14/2012","10:30:02"
"026-000005020","39","026","National Aeronautics and Space Administration","4127","65510","Yes","http://www.nasa.gov/centers/johnson/pdf/160406main_mission_control_fact_sheet.pdf","no","no","no","yes","no","No","no","no","09/10/2013","16:21:53"
"026-000005020","39","026","National Aeronautics and Space Administration","4131","65511","Yes","http://www.nasa.gov/mission_pages/station/main/index.html","no","no","no","no","yes","No","no","no","09/10/2013","16:21:53"
"026-000005020","39","026","National Aeronautics and Space Administration","4499","","No","http://www.nasa.gov/exploration/commerical/index.html","no","no","no","no","yes","No","no","no","09/10/2013","16:21:53"
"026-000005020","39","026","National Aeronautics and Space Administration","1271","","No","","no","no","no","yes","no","","","","09/14/2012","09:49:17"
"026-000005020","39","026","National Aeronautics and Space Administration","1275","","No","","no","no","no","no","yes","","","","09/14/2012","09:49:17"
"026-000005020","39","026","National Aeronautics and Space Administration","4129","65513","Yes","http://research.jsc.nasa.gov/BiennialResearchReport/2011/227-2011-Biennial.pdf","no","no","no","yes","no","No","no","no","09/10/2013","16:21:53"
"026-000005020","39","026","National Aeronautics and Space Administration","4133","65512","Yes","http://www.nasa.gov/exploration/commercial/index.html","no","no","no","no","yes","","","","03/20/2013","16:20:10"
"026-000005020","39","026","National Aeronautics and Space Administration","1269","","No","","no","no","no","yes","no","","","","09/14/2012","09:49:17"
"026-000005020","39","026","National Aeronautics and Space Administration","1273","","No","","no","no","no","no","yes","","","","09/14/2012","09:49:17"
"026-000005030","40","026","National Aeronautics and Space Administration","4123","65516","Yes","http://www.nasa.gov/mission_pages/station/main/index.html","no","no","no","no","yes","","no","no","09/11/2013","20:22:50"
"026-000005030","40","026","National Aeronautics and Space Administration","1279","","No","","no","no","no","no","yes","","","","09/14/2012","09:50:54"
"026-000005030","40","026","National Aeronautics and Space Administration","4121","65514","Yes","http://crgis.ndc.nasa.gov/historic/Jake_Garn_Simulator_and_Training_Facility","no","no","no","yes","no","","no","no","09/11/2013","20:22:49"
"026-000005030","40","026","National Aeronautics and Space Administration","4125","65515","Yes","http://www.nasa.gov/exploration/commercial/index.html","no","no","no","no","yes","","no","no","09/11/2013","20:22:50"
"026-000005030","40","026","National Aeronautics and Space Administration","1277","","No","","no","no","no","yes","no","","","","09/14/2012","09:50:54"
"026-000005030","40","026","National Aeronautics and Space Administration","1281","","No","","no","no","no","no","yes","","","","09/14/2012","09:50:54"
"026-000001408","41","026","National Aeronautics and Space Administration","1283","","No","","no","no","no","yes","yes","","","","09/14/2012","10:02:01"
"026-000001408","41","026","National Aeronautics and Space Administration","4067","65560","No","www.jsc.nasa.gov/nwo/avionics/sd/home/web/sitemap.shtml target=_blank>https://iss-<A class=dialogLink href=http://www.jsc.nasa.gov/nwo/avionics/sd/home/web/sitemap.shtml</A target=_blank>www.jsc.nasa.gov/nwo/avionics/sd/home/web/sitemap.shtml</A</A>>","no","no","no","yes","yes","","","","03/19/2013","11:48:03"
"026-000001408","41","026","National Aeronautics and Space Administration","1287","","No","","no","no","no","yes","yes","","","","09/14/2012","10:02:01"
"026-000001408","41","026","National Aeronautics and Space Administration","1291","","No","","no","no","no","yes","yes","","","","09/14/2012","10:02:01"
"026-000001408","41","026","National Aeronautics and Space Administration","4061","65558","No","www.jsc.nasa.gov/nwo/avionics/sd/scm/web/ target=_blank>https://iss-<A class=dialogLink href=http://www.jsc.nasa.gov/nwo/avionics/sd/scm/web/</A target=_blank>www.jsc.nasa.gov/nwo/avionics/sd/scm/web/</A</A>>","no","no","no","yes","yes","","","","03/19/2013","11:48:03"
"026-000001408","41","026","National Aeronautics and Space Administration","4065","65561","No","http://sdil.jsc.nasa.gov/","no","no","no","yes","yes","","","","03/19/2013","11:48:03"
"026-000001408","41","026","National Aeronautics and Space Administration","1285","","No","","no","no","no","yes","yes","","","","09/14/2012","10:02:01"
"026-000001408","41","026","National Aeronautics and Space Administration","1289","","No","","no","no","no","yes","yes","","","","09/14/2012","10:02:01"
"026-000001408","41","026","National Aeronautics and Space Administration","4059","65559","No","http://sdilweb.jsc.nasa.gov/sites/sdilportal/default.aspx","no","no","no","yes","yes","No","no","no","09/10/2014","13:05:45"
"026-000001408","41","026","National Aeronautics and Space Administration","4063","65557","No","www.jsc.nasa.gov/nwo/avionics/sd/svfipt/web/ target=_blank>https://iss-<A class=dialogLink href=http://www.jsc.nasa.gov/nwo/avionics/sd/svfipt/web/</A target=_blank>www.jsc.nasa.gov/nwo/avionics/sd/svfipt/web/</A</A>>","no","no","no","yes","yes","","","","03/19/2013","11:48:03"
"026-000001502","43","026","National Aeronautics and Space Administration","4101","65551","Yes","http://science.gsfc.nasa.gov/sed/index.cfmfuseAction&#61;home.main&amp;&amp;navOrgCode&#61;610.1&amp;navTab&#61;nav_about_us","no","no","no","yes","no","","no","no","09/10/2013","15:38:05"
"026-000001502","43","026","National Aeronautics and Space Administration","1393","","No","","no","no","no","yes","no","","","","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","1361","","No","","no","no","no","yes","no","","","","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","4119","65553","Yes","http://science.gsfc.nasa.gov/sed/index.cfmfuseAction&#61;home.main&amp;&amp;navOrgCode&#61;698","no","no","no","yes","no","","no","no","09/10/2013","15:38:06"
"026-000001502","43","026","National Aeronautics and Space Administration","4087","65460","Yes","http://www.nccs.nasa.gov/esgf.html","no","no","no","yes","yes","","no","no","09/09/2014","10:17:23"
"026-000001502","43","026","National Aeronautics and Space Administration","1379","","No","","no","no","yes","no","no","","","","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","1397","","No","","no","no","no","yes","no","","","","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","1365","","No","","no","no","no","yes","yes","","","","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","4105","65555","Yes","http://science.gsfc.nasa.gov/sed/index.cfmfuseAction&#61;home.main&amp;&amp;navOrgCode&#61;613&amp;navTab&#61;nav_about_us","no","no","no","yes","no","","no","no","09/10/2013","15:38:05"
"026-000001502","43","026","National Aeronautics and Space Administration","4091","65458","Yes","http://portal.nccs.nasa.gov/","no","no","no","yes","no","","no","no","09/10/2013","15:38:05"
"026-000001502","43","026","National Aeronautics and Space Administration","1383","","No","","no","no","no","yes","no","","","","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","4109","65549","Yes","http://science.gsfc.nasa.gov/sed/index.cfmfuseAction&#61;home.main&amp;&amp;navOrgCode&#61;663","no","no","no","yes","no","","no","no","09/10/2013","15:38:05"
"026-000001502","43","026","National Aeronautics and Space Administration","1401","","No","","no","no","no","yes","no","","","","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","1369","","No","","no","no","no","yes","no","","","","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","4095","65457","Yes","http://twitter.com/NASA_Supercomp","no","no","yes","no","no","","yes","yes","09/10/2013","15:38:05"
"026-000001502","43","026","National Aeronautics and Space Administration","1387","","No","","no","no","no","yes","no","","","","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","4113","65550","Yes","http://science.gsfc.nasa.gov/sed/index.cfmfuseAction&#61;home.main&amp;&amp;navOrgCode&#61;673","no","no","no","no","no","","no","no","09/10/2013","15:38:05"
"026-000001502","43","026","National Aeronautics and Space Administration","4081","65455","Yes","https://hec.reisys.com/hec/external/portfolio.do","no","no","no","yes","yes","","no","no","09/09/2014","10:17:23"
"026-000001502","43","026","National Aeronautics and Space Administration","1373","","No","","no","no","no","yes","no","","","","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","4099","65467","Yes","http://www.hec.nasa.gov/request/request.html","no","no","no","yes","yes","","no","no","09/10/2013","15:38:05"
"026-000001502","43","026","National Aeronautics and Space Administration","1391","","No","","no","no","no","yes","no","","","","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","4117","65548","Yes","http://science.gsfc.nasa.gov/sed/index.cfmfuseAction&#61;home.main&amp;&amp;navOrgCode&#61;691","no","no","no","yes","no","","no","no","09/10/2013","15:38:05"
"026-000001502","43","026","National Aeronautics and Space Administration","4085","65462","Yes","http://www.hec.nasa.gov/user/systems.html","no","no","no","yes","yes","","no","no","09/10/2013","15:38:05"
"026-000001502","43","026","National Aeronautics and Space Administration","1377","","No","","no","no","yes","no","no","","","","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","4103","65552","Yes","http://science.gsfc.nasa.gov/sed/index.cfmfuseAction&#61;home.main&amp;&amp;navOrgCode&#61;611","no","no","no","yes","no","","no","no","09/10/2013","15:38:05"
"026-000001502","43","026","National Aeronautics and Space Administration","1395","","No","","no","no","no","yes","no","","","","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","1363","","No","","no","no","no","yes","no","","","","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","4089","65456","No","http://esgf.nccs.nasa.gov/esgf-web-fe/","no","no","no","yes","no","","no","no","09/10/2013","15:38:05"
"026-000001502","43","026","National Aeronautics and Space Administration","1381","","No","","no","no","no","yes","yes","","","","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","4107","65554","Yes","http://science.gsfc.nasa.gov/sed/index.cfmfuseAction&#61;home.main&amp;&amp;navOrgCode&#61;614&amp;navTab&#61;nav_about_us","no","no","no","yes","no","","no","no","09/10/2013","15:38:05"
"026-000001502","43","026","National Aeronautics and Space Administration","1399","","No","","no","no","no","yes","no","","","","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","1367","","No","","no","no","no","yes","yes","","","","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","4093","65459","Yes","https://hec.reisys.com/hec/computing/index.do","no","no","no","yes","yes","","no","no","09/10/2013","15:38:05"
"026-000001502","43","026","National Aeronautics and Space Administration","1385","","No","","no","no","no","yes","no","","","","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","4111","65556","Yes","http://science.gsfc.nasa.gov/sed/index.cfmfuseAction&#61;home.main&amp;&amp;navOrgCode&#61;667","no","no","no","yes","no","","no","no","09/10/2013","15:38:05"
"026-000001502","43","026","National Aeronautics and Space Administration","4079","65454","Yes","http://www.nccs.nasa.gov/","no","no","yes","yes","no","","no","no","09/10/2013","15:38:05"
"026-000001502","43","026","National Aeronautics and Space Administration","1371","","No","","no","no","no","yes","no","","","","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","4097","65461","Yes","http://twitter.com/NASA_NCCS","no","no","yes","no","no","","yes","yes","09/10/2013","15:38:05"
"026-000001502","43","026","National Aeronautics and Space Administration","1389","","No","","no","no","no","yes","no","","","","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","4115","65547","Yes","http://science.gsfc.nasa.gov/sed/index.cfmfuseAction&#61;home.main&amp;&amp;navOrgCode&#61;674","no","no","no","yes","no","","no","no","09/10/2013","15:38:05"
"026-000001502","43","026","National Aeronautics and Space Administration","4083","65463","Yes","http://www.hec.nasa.gov/about/about.html","no","no","no","yes","yes","","no","no","09/10/2013","15:38:05"
"026-000001502","43","026","National Aeronautics and Space Administration","1375","","No","","no","no","no","yes","yes","","","","09/14/2012","10:26:30"
"026-000001124","45","026","National Aeronautics and Space Administration","1457","","No","","no","no","no","yes","no","","","","09/14/2012","10:34:26"
"026-000001124","45","026","National Aeronautics and Space Administration","4495","","Yes","http://www.nas.nasa.gov/hecc","no","no","no","yes","no","No","no","no","09/10/2013","15:46:11"
"026-000001124","45","026","National Aeronautics and Space Administration","4077","65451","Yes","http://www.nas.nasa.gov/hecc/","no","no","no","yes","no","","","","03/20/2013","15:45:55"
"007-000001826","49","007","Department of Defense","5307","134","Yes","http://www.lockheedmartin.com/us/products/ispan.html","no","no","no","yes","no","no","no","no","10/01/2014","11:47:50"
"007-000001911","50","007","Department of Defense","5765","200","Yes","http://www.dtic.mil/dtic/tr/fulltext/u2/a466348.pdf","no","no","no","yes","no","no","no","no","02/04/2015","11:50:22"
"007-000001911","50","007","Department of Defense","5759","196","Yes","http://www.dote.osd.mil/pub/reports/fy2007/pdf/af/2007tbmcs.pdf","no","no","no","yes","no","no","no","no","02/04/2015","11:50:22"
"007-000001911","50","007","Department of Defense","5763","198","Yes","http://www.businesswire.com/news/home/20121219005178/en/alion-awarded-4.5m-enhance-air-force-base","no","no","no","yes","no","no","no","no","02/04/2015","11:50:22"
"007-000001911","50","007","Department of Defense","5761","197","No","http://en.wikipedia.org/wiki/theater_battle_management_core_systems","no","no","no","yes","no","no","no","no","02/04/2015","11:50:22"
"007-000001913","51","007","Department of Defense","5449","151","Yes","http://www.health.mil/dhcs","no","no","no","yes","no","no","no","no","02/04/2015","11:50:31"
"007-000001794","52","007","Department of Defense","5787","217","Yes","https://spssite.caci.com","no","no","no","yes","no","no","no","no","02/04/2015","11:45:25"
"007-000002180","53","007","Department of Defense","5321","80","No","www.eis.army.mil/programs/i3c2http://www.eis.army.mil/programs/i3mp and http://www.eis.army.mil/programs/p2e","yes","no","no","yes","no","no","no","no","10/01/2014","13:33:23"
"007-000002213","54","007","Department of Defense","5323","72","Yes","http://peoc3t.army.mil/mc/tmc.php","yes","yes","no","yes","yes","no","no","yes","03/18/2014","11:37:10"
"007-000002213","54","007","Department of Defense","5327","74","Yes","http://usarmy.vo.llnwd.net/e2/c/downloads/302852.pdf","yes","yes","no","yes","no","no","no","no","03/18/2014","11:37:10"
"007-000002213","54","007","Department of Defense","5325","73","Yes","http://www.fas.org/man/dod-101/sys/land/wsh2013/304.pdf","yes","yes","no","yes","no","no","no","no","03/18/2014","11:37:10"
"007-000002166","55","007","Department of Defense","5317","89","Yes","http://peoc3t.army.mil/mc/fsc2.php","yes","no","no","no","yes","no","no","no","03/18/2014","11:37:00"
"007-000002166","55","007","Department of Defense","5319","90","Yes","https://www.milsuite.mil/wiki/afatds","no","no","no","yes","no","no","no","no","03/18/2014","11:37:00"
"007-000003146","56","007","Department of Defense","5329","130","Yes","http://www.public.navy.mil/spawar/peoc4i/productsservices/pages/canes.aspx","no","no","no","yes","no","no","no","no","03/18/2014","11:37:24"
"007-000003538","57","007","Department of Defense","5333","118","Yes","http://www.public.navy.mil/spawar/peoeis/nen/ngen/pages/2013announcement.aspx","no","no","no","yes","yes","no","no","no","03/18/2014","11:37:34"
"007-000003538","57","007","Department of Defense","5335","117","Yes","http://www.public.navy.mil/spawar/peoeis/nen/ngen/pages/default.aspx","no","no","no","yes","no","no","no","no","03/18/2014","11:37:34"
"007-000004035","58","007","Department of Defense","5783","221","No","http://www.dmdc.osd.milhttp://www.cac.mil/https://www.dmdc.osd.mil/self_service/https://www.dmdc.osd.mil/milconnect","yes","yes","no","yes","yes","no","no","no","02/04/2015","12:47:04"
"007-000005070","59","007","Department of Defense","5347","37","Yes","http://gcss.army.mil/","no","no","no","yes","no","no","no","no","03/18/2014","11:38:21"
"007-000006046","60","007","Department of Defense","5359","140","Yes","http://www.public.navy.mil/spawar/productsservices/pages/globalcommandandcontrolsystem-maritime(gccs-m).aspx","no","no","no","yes","no","no","no","no","03/18/2014","11:38:37"
"007-000005069","62","007","Department of Defense","5779","201","Yes","https://itdashboard.gov/investmentbuscid=62","no","no","no","yes","no","no","no","no","02/04/2015","12:48:40"
"007-000005069","62","007","Department of Defense","5459","158","Yes","https://www.my.af.mil/","no","no","no","no","no","no","no","yes","02/04/2015","12:48:40"
"007-000006312","69","007","Department of Defense","5387","16","Yes","http://www.defensetravel.osd.mil","no","no","no","yes","no","no","no","no","03/18/2014","12:04:45"
"007-000006524","77","007","Department of Defense","5389","77","Yes","http://peoc3t.army.mil/tr/","no","no","no","yes","no","no","no","no","03/18/2014","12:05:06"
"007-000006963","79","007","Department of Defense","5393","109","Yes","http://www.nationalguard.com/","no","no","no","no","yes","no","no","no","03/18/2014","12:05:36"
"007-000006965","80","007","Department of Defense","5395","68","Yes","http://www.disa.mil/services/enterprise-services","yes","no","no","no","no","no","no","no","03/18/2014","12:05:39"
"007-000006965","80","007","Department of Defense","5399","67","Yes","http://www.disa.mil/services","yes","no","no","no","no","no","no","no","03/18/2014","12:05:39"
"007-000006965","80","007","Department of Defense","5397","69","Yes","https://itdashboard.gov/investmentbuscid=80","no","no","no","yes","no","no","no","no","03/18/2014","12:05:39"
"007-000006587","82","007","Department of Defense","5775","179","Yes","http://peoc3t.army.mil/jtn/","no","no","no","yes","no","no","no","no","02/04/2015","12:50:51"
"007-000006587","82","007","Department of Defense","5391","91","Yes","jtnc.mil","no","no","no","yes","no","no","no","no","03/18/2014","12:05:15"
"007-000006946","83","007","Department of Defense","5463","144","Yes","http://www.marcorsyscom.marines.mil/portals/105/pelandsystem/ac2sn_090712.pdf","no","no","no","yes","no","n/a","no","no","02/04/2015","15:23:51"
"007-000006320","84","007","Department of Defense","5773","203","Yes","http://fas.org/nuke/guide/usa/c3i/cmc.htm","no","no","no","yes","no","no","no","no","02/04/2015","12:49:58"
"007-000006320","84","007","Department of Defense","5771","204","Yes","http://en.wikipedia.org/wiki/cheyenne_mountain","yes","no","no","yes","no","no","no","no","02/04/2015","12:49:58"
"007-000001854","86","007","Department of Defense","5757","202","Yes","http://www.dote.osd.mil/pub/reports/fy2013/pdf/af/2013bcsf.pdf","no","no","no","yes","no","no","no","no","02/04/2015","11:50:16"
"012-000003535","101","012","Department of Labor","955","","Yes","http://www.bls.gov/opub/hom/homch15_a.htm","no","no","yes","yes","yes","","","","09/13/2012","15:29:05"
"012-000003535","101","012","Department of Labor","4707","","Yes","http://www.bls.gov/opub/hom/homch15_a.htm","no","no","yes","yes","yes","","no","no","09/12/2013","09:07:00"
"012-000003535","101","012","Department of Labor","941","","Yes","http://www.bls.gov/ppi/#data","yes","no","no","yes","no","","","","09/13/2012","15:29:05"
"012-000003535","101","012","Department of Labor","4693","","Yes","http://www.bls.gov/ppi/#data","yes","no","no","yes","no","","no","no","09/12/2013","09:06:58"
"012-000003535","101","012","Department of Labor","4711","","Yes","http://www.dol.gov/dol/apps/laborstats.htm","yes","no","yes","no","yes","Labor Stats","no","no","09/12/2013","09:07:00"
"012-000003535","101","012","Department of Labor","945","","Yes","http://www.bls.gov/mxp/#data","yes","no","no","yes","no","","","","09/13/2012","15:29:05"
"012-000003535","101","012","Department of Labor","4697","","Yes","http://www.bls.gov/mxp/#data","yes","no","no","yes","no","","no","no","09/12/2013","09:06:58"
"012-000003535","101","012","Department of Labor","949","","Yes","http://www.bls.gov/respondents/mxp/home.htm","no","no","yes","no","yes","","","","09/13/2012","15:29:05"
"012-000003535","101","012","Department of Labor","4701","","Yes","http://www.bls.gov/respondents/mxp/home.htm","no","no","yes","no","yes","","no","no","09/12/2013","09:06:59"
"012-000003535","101","012","Department of Labor","953","","Yes","http://www.bls.gov/opub/hom/homch14.htm","no","no","yes","yes","yes","","","","09/13/2012","15:29:05"
"012-000003535","101","012","Department of Labor","4705","","Yes","http://www.bls.gov/opub/hom/homch14.htm","no","no","yes","yes","yes","","no","no","09/12/2013","09:07:00"
"012-000003535","101","012","Department of Labor","957","","Yes","http://twitter.com/bls_gov","yes","no","yes","no","yes","","","","09/13/2012","15:29:05"
"012-000003535","101","012","Department of Labor","4709","","Yes","http://twitter.com/bls_gov","yes","no","yes","no","yes","","no","yes","09/12/2013","09:07:00"
