Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Contract ID,Agency Contract ID,Contract Status,Contracting Agency ID,Contract Number (PIID),IDV PIID,IDV Agency ID,Solicitation ID (Agency),Modular Approaches / Contracting,EVM Required,Match found in USAspending,Vendor Name (USAspending),Solicitation ID (USAspending),Action Obligation Amount (In $ million) (USAspending),Type of Contract (USAspending),Performance Based Contract (USAspending),Contract Start Date (USAspending),Contract End Date (USAspending),Contract Compete (USAspending),Contract Description (USAspending),Base Contract ID (USAspending),Identifying Agency ID (USAspending),Transaction Number (USAspending),Timestamp (Contract),Timestamp (Base Contract)
"005-000002148","231","005","Department of Agriculture","FSIS Public Health Information System (PHIS)","47305","6559","Awarded","12G2","AG3A94D090194","GS35F4357D","4730","AG3A94D090194","yes","no","No","","","","","","","","","","","","","2015-08-30 17:26:50",""
"005-000000235","1297","005","Department of Agriculture","NFC Shared Services- IT Systems","34417","6653","Awarded","1205","AG3142D110128","AG3142D110128","1205","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:56:57",""
"005-000000235","1297","005","Department of Agriculture","NFC Shared Services- IT Systems","34419","6656","Awarded","1205","AG3142D120085","AG3142D120085","1205","","yes","yes","No","","","","","","","","","","","","","2015-05-29 08:56:57",""
"005-000000235","1297","005","Department of Agriculture","NFC Shared Services- IT Systems","42363","6655","Awarded","1205","AG7245D140009","AG7245D140009","1205","","yes","no","No","","","","","","","","","","","","","2015-05-29 08:56:57",""
"005-000000235","1297","005","Department of Agriculture","NFC Shared Services- IT Systems","42367","","Awarded","1205","AG3142D120035","AG3142D120035","1205","","yes","no","Yes","COMPU-CURE NEW ORLEANS INC.","","2.662957","Firm Fixed Price","","12/15/2014","12/31/2016","U","PC MAINTENANCE AND DESKTOP SUPPORT","195807","1205","0","2015-02-02 16:37:55","2015-02-02 16:37:55"
"005-000000235","1297","005","Department of Agriculture","NFC Shared Services- IT Systems","42369","","Awarded","1205","AG3142C130013","AG3142C130013","1205","","yes","no","Yes","PRO-SPHERE TEK, INC.","AG-3142-S-13-0032","1.236811","Firm Fixed Price","","05/27/2014","06/30/2018","U","IGF::CL,CT::IGFTAPE OPERATIONS SUPPORT","195809","1205","0","2015-02-02 16:37:55","2015-02-02 16:37:55"
"005-000000235","1297","005","Department of Agriculture","NFC Shared Services- IT Systems","47289","6652","Awarded","1205","AG7245P140011","AG7245P140011","1205","","yes","no","No","","","","","","","","","","","","","2015-05-29 08:56:58",""
"005-000000083","230","005","Department of Agriculture","FSIS Public Health Data Communications Infrastructure System (PHDCIS)","42333","","Awarded","12G2","AG3A94D130195","GS06F0616Z","4730","","no","no","Yes","DATA NETWORKS, INC.","AG-3A94-S-13-0039","4.320783","Firm Fixed Price","","04/01/2014","09/23/2016","U","IGF::OT::IGFENTERPRISE MANAGEMENT SUPPORT SERVICES","177493","12G2","0","2014-12-19 08:44:12","2014-12-19 08:44:12"
"005-000000083","230","005","Department of Agriculture","FSIS Public Health Data Communications Infrastructure System (PHDCIS)","45831","6548","Awarded","12G2","AG3A94D140214","HHSN316201200100W","4730","AG3A94S140140","yes","no","No","","","","","","","","","","","","","2015-08-28 22:10:33",""
"005-000000083","230","005","Department of Agriculture","FSIS Public Health Data Communications Infrastructure System (PHDCIS)","45925","6551","Awarded","12G2","AG3A94D140231","HHSN316201200048W","4730","AG3A94S140160","yes","no","No","","","","","","","","","","","","","2015-08-28 22:10:33",""
"005-000000083","230","005","Department of Agriculture","FSIS Public Health Data Communications Infrastructure System (PHDCIS)","45927","6547","Awarded","12G2","AG3A94D140155","HHSN316201200075W","4730","AG3A94S140098","yes","no","No","","","","","","","","","","","","","2015-08-28 22:10:33",""
"005-000000083","230","005","Department of Agriculture","FSIS Public Health Data Communications Infrastructure System (PHDCIS)","47287","6556","Awarded","12G2","AG3A94D090194","GS35F4357D","4730","AG3A94D090194","yes","no","No","","","","","","","","","","","","","2015-08-28 22:10:33",""
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","21955","","Awarded","1406","IND11PA40010","GS35F4984H","1406","N10PS40116","","no","Yes","INTERNATIONAL BUSINESS MACHINE","GSA N10PS40116","0.000000","Order Dependent (IDV only)","","08/01/2013","01/01/1970","U","US FOREST SERVICE IAEMS SUPPORT BLANKET PURCHASE AGREEMENT","194679","1406","","2011-09-16 17:10:07","2015-02-02 13:30:19"
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","21956","","Awarded","1406","IND11PC40028","","","D10PS40031","","no","Yes","SNAP, INC.","D10PS40031","0.000000","Labor Hours","","08/01/2013","01/01/1970","U","COMPUTING INFRASTRUCTURE SUPPORT","194681","1406","","2012-02-29 13:07:26","2015-02-02 13:30:19"
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","21961","","Awarded","F730","GS00T07NSD0008","AG3142D100465","3142","","","no","Yes","MCI COMMUNICATIONS SERVICES INCORPORATED","","","Fixed Price with Economic Price Adjustment","","09/11/2009","01/01/1970","U","GSA NETWORX TELECOMMUNICATIONS ACQUISITION ","194683","4735","","2013-09-13 13:20:26","2015-02-02 13:30:19"
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","21962","","Awarded","F730","GS00T07NSD0007","AG3142D100036","3142","","","no","Yes","A T AND T CORPORATION (4710)","","","Firm Fixed Price","","08/21/2009","01/01/1970","U","GSA NETWORX TELECOMMUNICATIONS ACQUISITION","194685","4735","","2013-09-13 13:20:26","2015-02-02 13:30:19"
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","21963","","Awarded","F730","GS00T07NSD0039","AG3142D100039","3142","","","no","Yes","SPRINT SOLUTIONS INCORPORATED","","","Firm Fixed Price","","09/16/2009","01/01/1970","U","GSA NETWORX TELECOMMUNICATIONS ACQUISITION","194687","4735","","2013-09-13 13:20:26","2015-02-02 13:30:19"
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","21964","","Awarded","1406","IND11PA40011","GS35F4702G","1406","N10PS40117","","no","Yes","EER SYSTEMS, INC","","0.000000","Order Dependent (IDV only)","","05/31/2012","01/01/1970","U","MODIFICATION TO REDACT NON RELEVANT ATTACHMENTS","194689","1406","","2011-09-16 17:10:07","2015-02-02 13:30:19"
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","38039","6525","Awarded","12C2","GS06F0988Z","AG7604D120252","4732","AG7604S120012","yes","no","No","","","","","","","","","","","","","2015-05-29 08:29:22",""
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","38041","6526","Awarded","12C2","GS35F4984H","AG7604B140001","12C2","","yes","no","No","","","","","","","","","","","","","2015-05-29 08:29:22",""
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","47497","64146","Awarded","1205","AG7604B130003","AG7604B130003","4730","","no","no","No","","","","","","","","","","","","","2015-07-29 14:13:15",""
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","47499","64148","Awarded","1205","AG7604C130002","AG7604C130002","4730","","no","no","No","","","","","","","","","","","","","2015-07-29 14:13:15",""
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","47501","64147","Awarded","1205","AG7604B130002","AG7604B130002","4730","","no","no","No","","","","","","","","","","","","","2015-07-29 14:13:15",""
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","47503","64157","Awarded","1205","GS-35F-0149N","AG7604D140243","4730","","no","no","No","","","","","","","","","","","","","2015-07-29 14:13:15",""
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","47505","64163","Awarded","1205","AG7604K150011","AG7604B130014","4730","","","no","No","","","","","","","","","","","","","2015-07-29 14:13:15",""
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","47507","64164","Awarded","1205","AG7604K150077","AG84N8C110010","4730","","","no","No","","","","","","","","","","","","","2015-07-29 14:13:15",""
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","47509","64165","Awarded","1205","AG7604D110192","GS-35F-0153M","4730","","no","no","No","","","","","","","","","","","","","2015-08-28 22:14:33",""
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","47511","64166","Awarded","1205","AG7604D150008","AG7604C100001","4730","","","no","No","","","","","","","","","","","","","2015-08-28 22:14:33",""
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","47513","64167","Awarded","1205","AG7604D140276","GS-35F-0153M","4730","","","no","No","","","","","","","","","","","","","2015-08-28 22:14:33",""
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","47515","64168","Awarded","1205","AG7604D140267","AG7604C140011","4730","","","no","No","","","","","","","","","","","","","2015-08-28 22:14:33",""
"005-000000098","394","005","Department of Agriculture","Forest Service Computer Base","47517","64169","Awarded","1205","AG7604C140011","AG7604C140011","4730","","","no","No","","","","","","","","","","","","","2015-07-29 14:13:15",""
"005-000001425","227","005","Department of Agriculture","Financial Management Modernization Initiative (FMMI)","21614","6495","Awarded","1205","AG3142C070034","AG3142C070034","1205","","no","no","No","","","","","","","","","","","","","2015-08-28 22:00:24",""
"005-000001425","227","005","Department of Agriculture","Financial Management Modernization Initiative (FMMI)","37907","","Awarded","1205","AG3142D130052","AG3142D130052","1205","","no","no","Yes","CONCUR TECHNOLOGIES, INC.","","1.006186","Firm Fixed Price","","10/22/2014","06/03/2027","U","IGF::CL::IGF","194455","1205","0","2015-02-02 12:52:49","2015-02-02 12:52:49"
"005-000001425","227","005","Department of Agriculture","Financial Management Modernization Initiative (FMMI)","37909","","Awarded","1205","AG3142K140032","AG3142K140032","1205","","no","no","Yes","DELOITTE CONSULTING LLP","","4.531234","Time and Materials","","11/26/2014","12/31/2014","U","IGF::CL,CT::IGFSUSTAINMENT SOW&IGCE","194449","1205","0","2015-02-02 12:52:49","2015-02-02 12:52:49"
"005-000001425","227","005","Department of Agriculture","Financial Management Modernization Initiative (FMMI)","37911","","Awarded","1205","AG3142K140028","AG3142K140028","1205","","no","no","Yes","ENGLE TRAINING AND DESIGN GROUP, INC.","","0.037600","Firm Fixed Price","","12/13/2013","02/01/2014","U","IGF::OT::IGF (CSB/SD) - BPA: AG-3142--B-11-0012, CO# 100 - CASE GIPSA SUPPORT; POP - 12/13/13 THRU 2/1/14.","194451","1205","0","2014-09-10 13:47:41","2015-02-02 12:52:49"
"005-000001425","227","005","Department of Agriculture","Financial Management Modernization Initiative (FMMI)","43369","","Awarded","1205","AG3142D100156","AG3142D100156","1205","","no","no","Yes","RWC CONSULTING GROUP, LLC","","7.355206","Firm Fixed Price","","09/15/2014","03/31/2015","U","FMMI BUSINESS PRACTICE SUPPORT","194453","1205","0","2015-02-02 12:52:49","2015-02-02 12:52:49"
"005-000001425","227","005","Department of Agriculture","Financial Management Modernization Initiative (FMMI)","47555","64529","Awarded","1205","AG3144K150060","AG3142B130015","1205","","no","no","No","","","","","","","","","","","","","2015-08-28 22:00:24",""
"005-000001425","227","005","Department of Agriculture","Financial Management Modernization Initiative (FMMI)","47557","64530","Awarded","1205","AG3144K150040","AG3142B140001","1205","","no","no","No","","","","","","","","","","","","","2015-08-28 22:00:25",""
"005-000001425","227","005","Department of Agriculture","Financial Management Modernization Initiative (FMMI)","47559","64528","Awarded","1205","AG3144K150041","AG3142B120001","1205","","no","no","No","","","","","","","","","","","","","2015-08-28 22:00:25",""
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","35351","","Awarded","12K3","AG32KWD130105","AG32KWC120024","4730","","no","no","Yes","MICROTECHNOLOGIES LLC","","0.047524","Firm Fixed Price","","05/02/2013","09/30/2017","U","IGF::CT::IGF","194173","12K3","0","2015-02-02 12:33:11","2015-02-02 12:33:11"
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","36263","","Awarded","12K3","AG32KWK130048","AG3142B130001","4730","","no","no","Yes","EXECUTIVE INFORMATION SYSTEMS,","","","Firm Fixed Price","","06/06/2013","09/30/2017","U","ITD PURCHASE  EXECUTIVE INFO. SYSTEMS Q#1-7XXJT IS A RENEWAL FOR SAS USDA PACKAGE FOR THREE (3) SITES.  POP 03/15/2013 - 03/14/2014.  RHIANA SHUMATE IS COTR.  PLEASE SEND HER THE INVOICE.","194177","12K3","0","2013-11-25 09:49:47","2015-02-02 12:33:11"
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","37299","","Awarded","12K3","AG32KWD140015","GS35F0779J","4730","","no","no","Yes","GOVERNMENT ACQUISITIONS INC","","0.056332","Firm Fixed Price","","12/11/2013","12/23/2015","U","'ITD PURCHASE  GOVERNMENT ACQUISITIONS Q#2051583.2 FOR RED HAT.  POP 12/24/2013 - 12/23/2014.  RHIANA SHUMATE IS COTR AND DONNA-MASGAY IS POC.","194175","12K3","0","2014-01-27 15:41:56","2015-02-02 12:33:11"
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","39995","","Awarded","12K3","AG32KWD140089","GST35F0511","4730","","no","no","Yes","EC AMERICA, INC.","","0.025356","Firm Fixed Price","","04/17/2014","04/24/2015","U","IGF::OT::IGF","194179","12K3","0","2015-02-02 12:33:11","2015-02-02 12:33:11"
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","41045","","Awarded","12K3","AG32KWD140131","GS35F0372N","4730","","no","no","Yes","EN POINTE GOV INC","","0.317147","Firm Fixed Price","","06/02/2014","05/31/2015","U","IGF::CL::IGF","194185","12K3","0","2015-02-02 12:33:11","2015-02-02 12:33:11"
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","41049","","Awarded","12K3","AG32KWD140071","GS35F0312U","4730","","no","no","Yes","FOUR","AG-32KW-S-14-0044","0.379590","Firm Fixed Price","","03/25/2014","03/31/2015","U","ITD PURCHASE  IBM WEBSPHERE AND WEB CONTENT PORTAL LICENSES FOR OA PAGES.  IGF::CL,CT::IGF","194181","12K3","0","2015-02-02 12:33:11","2015-02-02 12:33:11"
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","41051","","Awarded","12K3","AG32KWK140052","AG3142B130014","4730","","no","no","Yes","DELL MARKETING L.P.","","1.454036","Firm Fixed Price","","06/26/2014","06/30/2015","U","ITD PURCHASE DELL MARKETING LP Q# KKPEXCL14040703 FOR MICROSOFT EA ANNUAL PAYMENT YEAR 2. SECTION 1 AND 2. THIS INCLUDES ARS AND VS AMOUNTS ALSO.  POP 07/01/2014-06/30/2015.  RHIANA SHUMATE IS COTR AND CHRISTINE MCCOY IS THE TPC.","194183","12K3","0","2015-02-02 12:33:11","2015-02-02 12:33:11"
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","41053","","Awarded","12K3","AG32KWD140062","GS35F0511T","4730","","no","no","Yes","EC AMERICA, INC.","","0.006250","Firm Fixed Price","","03/27/2014","09/24/2015","U","ITD PURCHASE MFE ENT MOBILITY MANAGEMENT. - POP 09/25/2013 - 09/24/2014.  RHIANA SHUMATE IS COTR.  ADDITIONAL LICENSES","208543","12K3","0","2015-02-26 14:21:25","2015-02-26 14:21:24"
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","45741","","Awarded","12K3","AG32KWD150004","NNG07DA50B","4730","","no","no","Yes","COUNTERTRADE PRODUCTS, INC.","","0.030716","Firm Fixed Price","","10/20/2014","04/30/2016","U","IGF::OT::IGF","194189","12K3","0","2015-02-02 12:33:11","2015-02-02 12:33:11"
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","45743","","Awarded","12K3","AG32KWD140051","GS35F0511T","4730","","no","no","Yes","EC AMERICA, INC.","","0.055030","Firm Fixed Price","","10/16/2014","09/30/2015","U","IGF::OT::IGF","194187","12K3","0","2015-02-02 12:33:11","2015-02-02 12:33:11"
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","46835","","Awarded","12K3","Ag32KWD150024","GS35F0312U","4730","","no","no","Yes","FOUR","","0.366686","Firm Fixed Price","","12/18/2014","12/31/2015","U","IGF::OT::IGF","208545","12K3","0","2015-02-26 14:21:25","2015-02-26 14:21:26"
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","46837","","Awarded","12K3","AG32KWD150004","NNG07DA50B","4730","","no","no","Yes","COUNTERTRADE PRODUCTS, INC.","","0.030716","Firm Fixed Price","","10/20/2014","04/30/2016","U","IGF::OT::IGF","208547","12K3","0","2015-02-26 14:21:26","2015-02-26 14:21:26"
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","46839","","Awarded","12K3","AG32KWD150013","GS35F4363D","4730","","no","no","Yes","PATRIOT TECHNOLOGIES INC","","0.010882","Firm Fixed Price","","11/28/2014","09/30/2015","U","IGF::OT::IGF","208549","12K3","0","2015-02-26 14:21:26","2015-02-26 14:21:27"
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","46841","","Awarded","12K3","AG32KWD150043","GS35F0149N","4730","","no","no","Yes","SOFTWARE INFORMATION RESOURCE CORP.","AG-32KW-S-15-0014","0.020328","Firm Fixed Price","","01/21/2015","12/31/2015","U","IGF::OT::IGF","208551","12K3","0","2015-02-26 14:21:27","2015-02-26 14:21:27"
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","46843","","Awarded","12K3","AG32KWD150008","GS35F0265X","4730","","no","no","Yes","IMMIXTECHNOLOGY, INC.","","0.021678","Firm Fixed Price","","11/06/2014","09/30/2015","U","ENCASE/EDISCOVERY RENEWALIGF::CL,CT::IGF","208553","12K3","0","2015-02-26 14:21:27","2015-02-26 14:21:28"
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","46889","","Awarded","12K3","AG32KWD150065","GS35F0480J","4730","","no","no","Yes","OPEN TEXT INC.","","0.054374","Firm Fixed Price","","02/26/2015","03/31/2016","U","ITD PURCHASE  OPEN TEXT - R/N 0012249802 METASTORM MAINTENANCE - PREVIOUS PO #AG-32KW-D-14-0058. RHIANA SHUMATE IS COTR AND JIM PULLIN IS THE TPC.","218321","12K3","0","2015-03-27 09:33:01","2015-03-27 09:33:01"
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","46891","","Awarded","12K3","AG32P150093","AG32P150093","4730","","no","no","No","","","","","","","","","","","","","2015-03-27 09:33:01",""
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","47089","6345","Awarded","12K3","AG32KWD130105","AG32KWC120024","4730","","no","no","No","","","","","","","","","","","","","2015-08-28 21:54:04",""
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","47091","6343","Awarded","12K3","AG32KWD140015","GS35F0779J","4730","","no","no","No","","","","","","","","","","","","","2015-08-28 21:54:04",""
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","47093","6332","Awarded","12K3","AG32KWK130048","AG3142B130001","4730","","no","no","No","","","","","","","","","","","","","2015-08-28 21:54:04",""
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","47095","6326","Awarded","12K3","AG32KWD140089","GST35F0511","4730","","no","no","No","","","","","","","","","","","","","2015-05-28 19:30:05",""
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","47097","6342","Awarded","12K3","AG32KWD140062","GS35F0511T","4730","","no","no","Yes","EC AMERICA, INC.","","0.006250","Firm Fixed Price","","03/06/2014","03/31/2015","N","ITD PURCHASE MFE ENT MOBILITY MANAGEMENT. - POP 09/25/2013 - 09/24/2014.  RHIANA SHUMATE IS COTR.  ADDITIONAL LICENSES","220371","12K3","0","2015-05-28 19:30:05","2015-07-16 12:03:15"
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","47099","6313","Awarded","12K3","AG32KWD140071","GS35F0312U","4730","","no","no","Yes","FOUR","AG-32KW-S-14-0044","0.379590","Firm Fixed Price","","03/25/2014","03/31/2015","N","ITD PURCHASE  IBM WEBSPHERE AND WEB CONTENT PORTAL LICENSES FOR OA PAGES.   IGF::CL,CT::IGF","220373","12K3","0","2015-05-28 19:30:05","2015-07-16 12:03:46"
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","47101","6328","Awarded","12K3","AG32KWK140052","AG3142B130014","4730","","no","no","No","","","","","","","","","","","","","2015-08-28 21:54:04",""
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","47103","6335","Awarded","12K3","AG32KWD140131","GS35F0372N","4730","","no","no","Yes","EN POINTE GOV INC","","0.317147","Firm Fixed Price","","06/02/2014","05/31/2015","N","IGF::CL::IGF","220377","12K3","0","2015-05-28 19:30:05","2015-07-16 12:04:16"
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","47105","6341","Awarded","12K3","AG32KWD140051","GS35F0511T","4730","","no","no","No","","","","","","","","","","","","","2015-08-28 21:54:04",""
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","47107","6317","Awarded","12K3","AG32KWD150004","NNG07DA50B","4730","","no","no","No","","","","","","","","","","","","","2015-08-28 21:54:04",""
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","47109","6321","Awarded","12K3","AG32KWD150004","NNG07DA50B","4730","","no","no","No","","","","","","","","","","","","","2015-08-28 21:54:05",""
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","47111","6337","Awarded","12K3","AG32KWD150008","GS35F0265X","4730","","no","no","No","","","","","","","","","","","","","2015-08-28 21:54:05",""
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","47113","6333","Awarded","12K3","AG32KWD150013","GS35F4363D","4730","","no","no","No","","","","","","","","","","","","","2015-08-28 21:54:05",""
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","47115","6336","Awarded","12K3","Ag32KWD150024","GS35F0312U","4730","","no","no","No","","","","","","","","","","","","","2015-08-28 21:54:05",""
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","47117","6311","Awarded","12K3","AG32KWD150043","GS35F0149N","4730","","no","no","No","","","","","","","","","","","","","2015-08-28 21:54:05",""
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","47119","6331","Awarded","12K3","AG32P150093","AG32P150093","4730","","no","no","No","","","","","","","","","","","","","2015-05-28 19:30:05",""
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","47121","6329","Awarded","12K3","AG32KWD150065","GS35F0480J","4730","","no","no","No","","","","","","","","","","","","","2015-08-28 21:54:05",""
"005-000000038","214","005","Department of Agriculture","APHIS Enterprise Infrastructure (AEI)","47123","55531","Awarded","12K3","AG32KWD150063","NNG07DA45B","4730","","no","no","No","","","","","","","","","","","","","2015-08-28 21:54:05",""
"005-000000232","1293","005","Department of Agriculture","USDA Enterprise End User Shared Services (EUSS)","47125","55815","Awarded","1205","AG3144D150002","AG3144C100012","1205","","no","no","No","","","","","","","","","","","","","2015-08-28 21:55:34",""
"005-000000232","1293","005","Department of Agriculture","USDA Enterprise End User Shared Services (EUSS)","47127","55814","Awarded","1205","AG3144D150003","AG3144C100012","1205","","no","no","No","","","","","","","","","","","","","2015-08-28 21:55:34",""
"005-000000232","1293","005","Department of Agriculture","USDA Enterprise End User Shared Services (EUSS)","47129","55839","Awarded","1205","AG3144D150001","AG3144C100012","1205","","no","no","No","","","","","","","","","","","","","2015-08-28 21:55:34",""
"005-000000232","1293","005","Department of Agriculture","USDA Enterprise End User Shared Services (EUSS)","47131","55828","Awarded","1205","AG3144D150004","AF3144C100012","1205","","no","no","No","","","","","","","","","","","","","2015-05-28 20:03:14",""
"005-000000232","1293","005","Department of Agriculture","USDA Enterprise End User Shared Services (EUSS)","47133","55837","Awarded","1205","AG3144K140040","AG3144B120003","1205","","no","no","No","","","","","","","","","","","","","2015-08-28 21:55:34",""
"005-000000232","1293","005","Department of Agriculture","USDA Enterprise End User Shared Services (EUSS)","47135","55836","Awarded","1205","AG3144K150006","AG3144B120003","1205","","no","no","No","","","","","","","","","","","","","2015-08-28 21:55:34",""
