"Unique Investment Identifier","Business Case ID","Agency Code","Agency Name","Investment URL ID","Agency Investment URL ID","Valid Public URL","Investment URL","invURL - A - Related Datasets","invURL - B - Related API","invURL - C - Related Social Media","invURL - D - General Information","invURL - E - Related to Broader Program/Business","invURL - F - Mobile Application Name","invURL - Mobile Audience Focus","invURL - Responsive Design For Mobile","Updated Date","Updated Time"
005-000001425,227,"	005","Department of Agriculture",3907,,No,http://info.fmmi.usda.gov/,no,no,no,yes,yes,https://pws.sc.egov.usda.gov/login/login.aspx,no,no,02/02/2016,18:34:44
005-000001425,227,"	005","Department of Agriculture",5998,"	6116",No,http://info.fmmi.usda.gov/,no,no,no,yes,yes,https://pws.sc.egov.usda.gov/login/login.aspx,no,no,02/02/2016,18:34:44
005-000001638,1636,"	005","Department of Agriculture",5992,"	62386",No,www.fsa.usda.gov/,no,no,no,no,yes,,no,no,02/03/2016,14:43:45
005-000001659,239,"	005","Department of Agriculture",1353,,No,https://nais.aphis.usda.gov/ainmngt/,no,no,no,no,no,,,,02/02/2016,14:12:32
005-000001659,239,"	005","Department of Agriculture",1355,,No,https://nais.aphis.usda.gov/ainmngt/,no,no,no,no,no,,,,02/02/2016,14:12:32
005-000001659,239,"	005","Department of Agriculture",1357,,No,https://adtstest.aphis.usda.gov/ainmngt/processLogin.do,no,no,no,no,no,,,,02/02/2016,14:12:32
005-000001659,239,"	005","Department of Agriculture",1359,,Yes,http://www.aphis.usda.gov/traceability/,no,no,no,yes,yes,http://www.aphis.usda.gov/traceability/,yes,yes,02/02/2016,14:12:32
005-000001659,239,"	005","Department of Agriculture",4069,,No,https://nais.aphis.usda.gov/aims/,no,no,no,yes,yes,https://nais.aphis.usda.gov/aims/,yes,yes,02/02/2016,14:12:32
005-000001659,239,"	005","Department of Agriculture",4071,,No,https://nais.aphis.usda.gov/dmc/login.do,no,no,no,no,no,https://nais.aphis.usda.gov/dmc/login.do,yes,yes,02/02/2016,14:12:32
005-000001659,239,"	005","Department of Agriculture",5469,,Yes,https://vsapps.aphis.usda.gov/aims,no,yes,no,yes,yes,https://vsapps.aphis.usda.gov/aims,yes,yes,02/02/2016,14:12:32
005-000001659,239,"	005","Department of Agriculture",5471,,Yes,https://vsapps.aphis.usda.gov/dmc,no,yes,no,yes,yes,https://vsapps.aphis.usda.gov/dmc,yes,yes,02/02/2016,14:12:32
005-000001659,239,"	005","Department of Agriculture",5473,,Yes,https://vsapps.aphis.usda.gov/spis,no,no,no,no,no,https://vsapps.aphis.usda.gov/spis,yes,yes,02/02/2016,14:12:32
005-000001659,239,"	005","Department of Agriculture",5475,,Yes,https://vsapps.aphis.usda.gov/alloc,no,no,no,no,no,https://vsapps.aphis.usda.gov/alloc,yes,yes,02/02/2016,14:12:32
005-000001659,239,"	005","Department of Agriculture",5477,,No,http://www.aphis.usda.gov/wps/portal/aphis/ourfocus/animalhealth?1dmy&amp;urile&#61;wcm%3apath%3a%2FAPHIS_Content_Library%2FSA_Our_Focus%2FSA_Animal_Health%2FSA_Traceability,yes,yes,no,yes,yes,http://www.aphis.usda.gov/wps/portal/aphis/ourfocus/animalhealth?1dmy&amp;urile&#61;wcm%3apath%3a%2FAPHIS_Content_Library%2FSA_Our_Focus%2FSA_Animal_Health%2FSA_Traceability,no,no,02/02/2016,14:12:32
005-000001659,239,"	005","Department of Agriculture",5937,"	6061",No,http://www.aphis.usda.gov/wps/portal/aphis/ourfocus/animalhealth?1dmy&urile&#61;wcm%3apath%3a%2FAPHIS_Content_Library%2FSA_Our_Focus%2FSA_Animal_Health%2FSA_Traceability,yes,yes,no,yes,yes,http://www.aphis.usda.gov/wps/portal/aphis/ourfocus/animalhealth?1dmy&urile&#61;wcm%3apath%3a%2FAPHIS_Content_Library%2FSA_Our_Focus%2FSA_Animal_Health%2FSA_Traceability,no,no,02/02/2016,14:12:32
005-000001659,239,"	005","Department of Agriculture",5938,"	6063",Yes,https://vsapps.aphis.usda.gov/aims,no,yes,no,yes,yes,https://vsapps.aphis.usda.gov/aims,yes,yes,02/02/2016,14:12:32
005-000001659,239,"	005","Department of Agriculture",5939,"	6059",Yes,https://vsapps.aphis.usda.gov/alloc,no,no,no,no,no,https://vsapps.aphis.usda.gov/alloc,yes,yes,02/02/2016,14:12:32
005-000001659,239,"	005","Department of Agriculture",5940,"	6062",Yes,https://vsapps.aphis.usda.gov/dmc,no,yes,no,yes,yes,https://vsapps.aphis.usda.gov/dmc,yes,yes,02/02/2016,14:12:32
005-000001659,239,"	005","Department of Agriculture",5941,"	6060",Yes,https://vsapps.aphis.usda.gov/spis,no,no,no,no,no,https://vsapps.aphis.usda.gov/spis,yes,yes,02/02/2016,14:12:32
005-000001718,228,"	005","Department of Agriculture",1651,,Yes,http://www.fns.usda.gov,no,no,no,no,yes,http://www.fns.usda.gov,yes,yes,02/02/2016,19:12:32
005-000001718,228,"	005","Department of Agriculture",1653,,Yes,http://www.cnpp.usda.gov,yes,no,yes,no,yes,http://www.cnpp.usda.gov,yes,yes,02/02/2016,19:12:32
005-000001718,228,"	005","Department of Agriculture",5935,"	6117",Yes,http://www.cnpp.usda.gov,yes,no,yes,no,yes,http://www.cnpp.usda.gov,yes,yes,02/02/2016,19:12:32
005-000001718,228,"	005","Department of Agriculture",5936,"	6118",Yes,http://www.fns.usda.gov,no,no,no,no,yes,http://www.fns.usda.gov,yes,yes,02/02/2016,19:12:32
005-000001870,225,"	005","Department of Agriculture",1417,,No,http://www.fsa.usda.gov/FSA/midas?area&#61;home&amp;subject&#61;landing&amp;topic&#61;landing,no,no,no,yes,no,http://www.fsa.usda.gov/FSA/midas?area&#61;home&amp;subject&#61;landing&amp;topic&#61;landing,no,no,02/04/2016,18:40:32
005-000001870,225,"	005","Department of Agriculture",1419,,Yes,http://www.fsa.usda.gov/FSA/webapp?area&#61;about&amp;subject&#61;landing&amp;topic&#61;sao-dp,no,no,no,no,yes,http://www.fsa.usda.gov/FSA/webapp?area&#61;about&amp;subject&#61;landing&amp;topic&#61;sao-dp,no,no,02/04/2016,18:40:32
005-000001870,225,"	005","Department of Agriculture",5965,"	6113",No,http://www.fsa.usda.gov/FSA/midas?area&#61;home&subject&#61;landing&topic&#61;landing,no,no,no,yes,no,http://www.fsa.usda.gov/FSA/midas?area&#61;home&subject&#61;landing&topic&#61;landing,no,no,02/04/2016,18:40:32
005-000001870,225,"	005","Department of Agriculture",5966,"	6114",Yes,http://www.fsa.usda.gov/FSA/webapp?area&#61;about&subject&#61;landing&topic&#61;sao-dp,no,no,no,no,yes,http://www.fsa.usda.gov/FSA/webapp?area&#61;about&subject&#61;landing&topic&#61;sao-dp,no,no,02/04/2016,18:40:32
005-000002148,231,"	005","Department of Agriculture",4501,,No,N/A,no,no,no,no,yes,,yes,yes,02/02/2016,18:00:20
005-000002148,231,"	005","Department of Agriculture",5954,"	6140",Yes,http://www.fsis.usda.gov/wps/portal/fsis/topics/inspection/phis,yes,no,no,no,yes,,yes,yes,02/02/2016,18:00:20
005-000002223,1646,"	005","Department of Agriculture",6023,"	6176",Yes,http://apps.fs.usda.gov/nrm/nvum/results/,yes,no,no,no,no,,no,no,02/03/2016,14:42:12
005-000002223,1646,"	005","Department of Agriculture",6024,"	6181",Yes,http://apps.fs.usda.gov/WCFmapviewer/,yes,no,no,yes,yes,,no,no,02/03/2016,14:42:12
005-000002223,1646,"	005","Department of Agriculture",6025,"	6175",Yes,http://bios.dfg.ca.gov/,yes,no,no,no,yes,,no,no,02/03/2016,14:42:12
005-000002223,1646,"	005","Department of Agriculture",6026,"	6174",Yes,http://usfs.maps.arcgis.com/home/group.html?owner&#61;USForestServiceAdmin&title&#61;US%20Forest%20Service,yes,no,no,no,yes,,no,no,02/03/2016,14:42:12
005-000002223,1646,"	005","Department of Agriculture",6027,"	6187",Yes,http://www.fs.fed.us/biology/air/index.html,no,no,no,no,yes,,no,no,02/03/2016,14:42:12
005-000002223,1646,"	005","Department of Agriculture",6028,"	6177",Yes,http://www.fs.fed.us/business/grants/,no,no,no,no,yes,,no,no,02/03/2016,14:42:12
005-000002223,1646,"	005","Department of Agriculture",6029,"	6186",Yes,http://www.fs.fed.us/eng/,no,no,no,no,yes,,no,no,02/03/2016,14:42:12
005-000002223,1646,"	005","Department of Agriculture",6030,"	6184",Yes,http://www.fs.fed.us/nrm/air/index.shtml,yes,no,no,yes,yes,,no,no,02/03/2016,14:42:12
005-000002223,1646,"	005","Department of Agriculture",6031,"	6185",Yes,http://www.fs.fed.us/nrm/fsveg/index.shtml,no,no,no,yes,yes,,no,no,02/03/2016,14:42:12
005-000002223,1646,"	005","Department of Agriculture",6032,"	6180",Yes,http://www.fs.fed.us/nrm/index.shtml,no,no,no,yes,no,,no,no,02/03/2016,14:42:12
005-000002223,1646,"	005","Department of Agriculture",6033,"	6179",Yes,http://www.fs.fed.us/publications/watershed/,yes,no,no,no,yes,,no,no,02/03/2016,14:42:12
005-000002223,1646,"	005","Department of Agriculture",6034,"	6178",Yes,http://www.fs.fed.us/recreation/programs/nvum/,no,no,no,no,yes,,no,no,02/03/2016,14:42:12
005-000002223,1646,"	005","Department of Agriculture",6035,"	6182",Yes,https://nrm.dfg.ca.gov/PAD/Default.aspx,yes,no,no,no,yes,,no,no,02/03/2016,14:42:12
005-000002223,1646,"	005","Department of Agriculture",6036,"	6183",No,www.fs.fed.us/im/directives/fsh/2409.17/2409.17_8.doc,no,no,no,no,yes,,no,no,02/03/2016,14:42:12
005-000002224,252,"	005","Department of Agriculture",1449,,Yes,https://connections.usda.gov/wikis/home?lang&#61;en_US#/wiki/W4f1bfd6d7301_465f_ac19_573e665ca6af/page/Welcome,no,no,yes,no,yes,https://connections.usda.gov/wikis/home?lang&#61;en_US#/wiki/W4f1bfd6d7301_465f_ac19_573e665ca6af/page/Welcome,yes,yes,02/02/2016,15:40:19
005-000002224,252,"	005","Department of Agriculture",1451,,Yes,http://hspd12.usda.gov,no,no,no,yes,yes,http://hspd12.usda.gov,yes,yes,02/02/2016,15:40:19
005-000002224,252,"	005","Department of Agriculture",4235,,Yes,https://www.eauth.usda.gov/MainPages/index.aspx,no,no,no,no,yes,,,,02/02/2016,15:40:19
005-000002224,252,"	005","Department of Agriculture",4237,,Yes,https://www.eauth.usda.gov/MainPages/index.aspx,no,no,no,no,yes,https://www.eauth.usda.gov/MainPages/index.aspx,yes,yes,02/02/2016,15:40:19
005-000002224,252,"	005","Department of Agriculture",5903,"	6215",Yes,http://hspd12.usda.gov,no,no,no,yes,yes,http://hspd12.usda.gov,yes,yes,02/02/2016,15:40:19
005-000002224,252,"	005","Department of Agriculture",5904,"	6217",Yes,https://connections.usda.gov/wikis/home?lang&#61;en_US#/wiki/W4f1bfd6d7301_465f_ac19_573e665ca6af/page/Welcome,no,no,yes,no,yes,https://connections.usda.gov/wikis/home?lang&#61;en_US#/wiki/W4f1bfd6d7301_465f_ac19_573e665ca6af/page/Welcome,yes,yes,02/02/2016,15:40:19
005-000002224,252,"	005","Department of Agriculture",5905,"	6216",Yes,https://www.eauth.usda.gov/MainPages/index.aspx,no,no,no,no,yes,https://www.eauth.usda.gov/MainPages/index.aspx,yes,yes,02/02/2016,15:40:19
005-000002317,832,"	005","Department of Agriculture",3939,,No,http://efiche.rural.usda.gov/,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3941,,No,https://rdmap.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3943,,No,https://rddw.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3945,,No,https://rulss.sc.egov.usda.gov/rulss/portal.jsp,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3947,,Yes,https://rdupcip.sc.egov.usda.gov/,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3949,,No,https://cpap.sc.egov.usda.gov/,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3951,,Yes,https://value-added-producergrant.sc.egov.usda.gov/,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3953,,No,https://gls.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3955,,Yes,https://fsag.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3957,,No,https://gls.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3959,,Yes,https://guarloan.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3961,,No,https://mfhg.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3963,,Yes,https://sfhloss.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3965,,Yes,https://usdalinc.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3967,,Yes,https://mai.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3969,,No,https://suntrust.com,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3971,,Yes,https://shares.sc.egov.usda.gov/shares/,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3973,,No,https://norf.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3975,,Yes,https://usdaminc.sc.egov.usda.gov/,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3977,,No,https://mfh.sc.egov.usda.gov/,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3979,,No,https://pretrac.sc.egov.usda.gov/,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3981,,Yes,http://rdmfhrentals.sc.egov.usda.gov/RDMFHRentals/,no,yes,no,yes,yes,No,no,no,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3983,,Yes,https://pix.sc.egov.usda.gov/,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3985,,No,http://rddocmgmt.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3987,,No,https://rdimagerep.sc.egov.usda.gov/,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3989,,No,https://pfcs.sc.egov.usda.gov:8030,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3991,,Yes,http://forms.sc.egov.usda.gov,no,yes,no,yes,yes,No,no,no,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3993,,No,https://eligibilitymanager.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3995,,Yes,http://eligibility.sc.egov.usda.gov,no,yes,no,yes,yes,No,no,no,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3997,,Yes,http://leadpaint.sc.egov.usda.gov,no,yes,no,yes,yes,No,no,no,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",3999,,No,http://civilrightsreports.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",4001,,Yes,https://aasm.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",4003,,No,https://accountcrossreference.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",4005,,Yes,https://grants.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",4007,,No,https://eft.sc.egov.usda.gov/EFT/default.jsp,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",4009,,Yes,http://fasrp.sc.egov.usda.gov,no,yes,no,yes,yes,No,no,no,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",4011,,No,https://fclreo.sc.egov.usda.gov/,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",4013,,No,https://fsaadmin.sc.egov.usda.gov/,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",4015,,No,https://fsareo.sc.egov.usda.gov/,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",4017,,No,http://www.homesales.gov/,no,yes,no,yes,yes,No,no,no,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",4019,,No,https://mfhreo.sc.egov.usda.gov/,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",4021,,Yes,http://www.resales.usda.gov,no,yes,no,yes,yes,No,no,no,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",4023,,No,https://propertyadmin.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",4025,,No,https://sfhadmin.sc.egov.usda.gov/,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",4027,,Yes,https://bms.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",4029,,No,https://broadband.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",4031,,Yes,https://bcas.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",4033,,No,http://broadbandsearch.sc.egov.usda.gov/SearchTabs.aspx,no,yes,no,yes,yes,No,no,no,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",4035,,Yes,https://dcs.sc.egov.usda.gov,no,no,no,no,no,,,,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",5419,,No,http://sc.egov.usda.gov,no,yes,no,yes,yes,No,no,no,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",5910,"	6082",Yes,https://broadbandsearch.sc.egov.usda.gov/bsa/servlet/mainAction.do?pageAction=Home,no,yes,no,yes,yes,No,no,no,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",5911,"	6084",Yes,http://eligibility.sc.egov.usda.gov,no,yes,no,yes,yes,No,no,no,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",5912,"	6083",Yes,http://fasrp.sc.egov.usda.gov,no,yes,no,yes,yes,No,no,no,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",5913,"	6078",Yes,http://forms.sc.egov.usda.gov,no,yes,no,yes,yes,No,no,no,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",5914,"	6085",Yes,http://leadpaint.sc.egov.usda.gov,no,yes,no,yes,yes,No,no,no,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",5915,"	6080",Yes,http://rdmfhrentals.sc.egov.usda.gov/RDMFHRentals/,no,yes,no,yes,yes,No,no,no,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",5916,"	6081",Yes,http://www.sc.egov.usda.gov,no,yes,no,yes,yes,No,no,no,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",5917,"	6077",No,"http:// homesales.gov",no,yes,no,yes,yes,No,no,no,02/02/2016,18:41:09
005-000002317,832,"	005","Department of Agriculture",5918,"	6079",Yes,http://www.resales.usda.gov,no,yes,no,yes,yes,No,no,no,02/02/2016,18:41:09
005-000002376,1099,"	005","Department of Agriculture",1685,,Yes,http://www.nrcs.usda.gov/wps/portal/nrcs/main/national/about/cdsi,no,no,no,yes,yes,N/A,yes,yes,02/02/2016,18:29:35
005-000002376,1099,"	005","Department of Agriculture",5909,"	6086",Yes,http://www.nrcs.usda.gov/wps/portal/nrcs/main/national/about/cdsi,no,no,no,yes,yes,N/A,yes,yes,02/02/2016,18:29:35
005-000003010,1635,"	005","Department of Agriculture",5990,"	65655",No,http://pegasys.gsa.gov,no,no,no,yes,yes,No,no,no,02/03/2016,14:30:47
005-000003030,1644,"	005","Department of Agriculture",6020,"	69503",Yes,http://www.fs.fed.us,no,no,no,no,no,,no,no,02/03/2016,14:43:42
005-000003030,1644,"	005","Department of Agriculture",6021,"	69504",No,https://fsweb.chd.fs.fed.us,no,no,no,no,no,,no,no,02/03/2016,14:43:42
005-999990010,1643,"	005","Department of Agriculture",6018,"	71133",No,www.recreation.gov,no,no,yes,yes,yes,,no,no,02/03/2016,14:39:22
005-999990010,1643,"	005","Department of Agriculture",6019,"	71134",Yes,https://ridb.recreation.gov/,yes,yes,no,yes,yes,,no,no,02/03/2016,14:39:22
006-000051000,721,"	006","Department of Commerce",1093,,No,https://csc.eas.commerce.gov/CSC,no,no,no,yes,no,No,no,no,02/02/2016,21:29:45
006-000051100,725,"	006","Department of Commerce",4845,,Yes,http://www.commerce.gov/,yes,no,yes,no,no,No,no,no,02/03/2016,19:41:14
006-000051100,725,"	006","Department of Commerce",5565,,Yes,http://www.ntia.doc.gov,no,no,no,no,no,No,no,no,02/03/2016,19:41:14
006-000051100,725,"	006","Department of Commerce",5567,,Yes,http://www.bis.doc.gov/,no,no,no,no,yes,No,no,no,02/03/2016,19:41:14
006-000051500,1081,"	006","Department of Commerce",4931,,No,NA,no,no,no,no,no,No,no,no,02/02/2016,21:29:31
006-000310100,701,"	006","Department of Commerce",1147,,Yes,http://www.nws.noaa.gov/ops2/ops24/awips.htm,no,no,no,yes,no,None,no,no,02/03/2016,17:58:13
006-000310100,701,"	006","Department of Commerce",1149,,Yes,http://www.nws.noaa.gov/ost/SEC/AE/index.htm,no,no,no,yes,no,None,no,no,02/03/2016,17:58:13
006-000310100,701,"	006","Department of Commerce",1151,,Yes,http://www.raytheon.com/capabilities/products/awips/,no,no,no,yes,no,None,yes,yes,02/03/2016,17:58:13
006-000310100,701,"	006","Department of Commerce",1153,,Yes,http://www.unidata.ucar.edu/software/awips2/,no,no,no,yes,no,None,yes,yes,02/03/2016,17:58:13
006-000310100,701,"	006","Department of Commerce",1155,,Yes,http://weather.msfc.nasa.gov/sport/awips2/,no,no,no,yes,no,None,yes,yes,02/03/2016,17:58:13
006-000310400,703,"	006","Department of Commerce",1545,,Yes,http://nomads.ncep.noaa.gov/,yes,yes,no,no,yes,NA,yes,yes,02/02/2016,22:34:29
006-000310400,703,"	006","Department of Commerce",1547,,Yes,http://mag.ncep.noaa.gov,yes,yes,no,no,yes,NA,yes,yes,02/02/2016,22:34:29
006-000310400,703,"	006","Department of Commerce",1549,,Yes,http://www.emc.ncep.noaa.gov/,yes,yes,no,no,yes,NA,yes,yes,02/02/2016,22:34:29
006-000310400,703,"	006","Department of Commerce",1551,,No,http://www.hpc.ncep.noaa.gov/html/model2.shtml,yes,yes,no,no,yes,NA,yes,yes,02/02/2016,22:34:29
006-000310400,703,"	006","Department of Commerce",1553,,Yes,http://www.srh.noaa.gov/ssd/nwpmodel/html/nwplinks.htm,yes,yes,no,no,yes,NA,yes,yes,02/02/2016,22:34:29
