Unique Investment Identifier,Business Case ID,Agency Code,Agency Name,Investment Title,Requirement Type,URL ID,Agency URL ID,URL,Valid Public URL,Updated Date,Updated Time
"184-000000005","12","184","U.S. Agency for International Development","Phoenix - Financial Management System","Legislative Mandate","1569","","http://www.whitehouse.gov/omb/financial_ffs_ffmia","Yes","09/13/2012","17:41:46"
"184-000000005","12","184","U.S. Agency for International Development","Phoenix - Financial Management System","Audit Finding Resolution","1571","","http://transition.usaid.gov/performance/afr/afr11.pdf111811","Yes","09/13/2012","17:41:46"
"184-000000005","12","184","U.S. Agency for International Development","Phoenix - Financial Management System","Published Agency Strategic Plan","1573","","State/AID joint goals document","Yes","09/13/2012","17:41:46"
"184-000000005","12","184","U.S. Agency for International Development","Phoenix - Financial Management System","Presidential Priority","1575","","http://www.whitehouse.gov/the_press_office/TransparencyandOpenGovernment","Yes","09/13/2012","17:41:46"
"184-000000005","12","184","U.S. Agency for International Development","Phoenix - Financial Management System","Presidential Priority","1579","","www.foreignassistance.gov","Yes","09/13/2012","17:41:46"
"184-000000005","12","184","U.S. Agency for International Development","Phoenix - Financial Management System","Presidential Priority","1577","","http://www.usaid.gov/open","Yes","09/13/2012","17:41:46"
"184-000000005","12","184","U.S. Agency for International Development","Phoenix - Financial Management System","Presidential Priority","1581","","https://explore.data.gov/Foreign-Commerce-and-Aid/USAID-Dollars-Obligated-and-Dollars-Spent/cy2i-w7ni","Yes","09/13/2012","17:41:46"
"007-000000049","13","007","Department of Defense","Armed Forces Health Longitudinal Technology Application","Published Agency Strategic Plan","3725","621","http://www.defense.gov/qdr/","Yes","12/09/2013","11:55:10"
"007-000000049","13","007","Department of Defense","Armed Forces Health Longitudinal Technology Application","Published Agency Strategic Plan","1","63","http://comptroller.defense.gov/defbudget/fy2013/fy2013_budget_request_overview_book.pdf","No","09/11/2012","10:45:45"
"007-000000049","13","007","Department of Defense","Armed Forces Health Longitudinal Technology Application","Published Agency Strategic Plan","3723","617","http://www.health.mil/","Yes","12/09/2013","11:55:10"
"007-000000049","13","007","Department of Defense","Armed Forces Health Longitudinal Technology Application","Other Requirement","3","71","http://www.healthfinder.gov/orgs/hr1458.htm","Yes","09/11/2012","10:45:45"
"007-000000192","18","007","Department of Defense","Product Tailoring Warfighter Applications","Published Agency Strategic Plan","2455","511","https://cs4.eis.afmc.af.mil/sites/1645/jet/default.aspx","No","03/28/2013","10:37:06"
"007-000000192","18","007","Department of Defense","Product Tailoring Warfighter Applications","Other Requirement","2457","512","https://cs4.eis.afmc.af.mil/sites/1645/jet/default.aspx","No","03/28/2013","10:37:06"
"007-000000314","19","007","Department of Defense","General Fund Enterprise Business Systems","Legislative Mandate","3987","924","https://cfo.gov/wp-content/uploads/2012/09/cfo-act-of-1990.pdf","No","03/18/2014","10:55:00"
"007-000000510","25","007","Department of Defense","EXECUTIVE INFORMATION/DECISION SUPPORT","Legislative Mandate","15","65","","No","09/11/2012","11:38:23"
"007-000000510","25","007","Department of Defense","EXECUTIVE INFORMATION/DECISION SUPPORT","Published Agency Strategic Plan","17","66","http://comptroller.defense.gov/defbudget/fy2013/fy2013_budget_request_overview_book.pdf","No","09/11/2012","11:38:23"
"007-000000510","25","007","Department of Defense","EXECUTIVE INFORMATION/DECISION SUPPORT","Published Agency Strategic Plan","3733","623","http://prhome.defense.gov/docs/fy2012-2016%20strategic%20plan%20final%20(plain).pdf","No","12/09/2013","12:02:19"
"007-000000510","25","007","Department of Defense","EXECUTIVE INFORMATION/DECISION SUPPORT","Published Agency Strategic Plan","3731","622","http://www.defense.gov/qdr/","Yes","12/09/2013","12:02:19"
"007-000000510","25","007","Department of Defense","EXECUTIVE INFORMATION/DECISION SUPPORT","Other Requirement","19","77","http://uscode.house.gov/download/title_10.shtml","Yes","09/11/2012","11:38:23"
"007-000000594","26","007","Department of Defense","DEFENSE INFORMATION SYSTEM FOR SECURITY","Legislative Mandate","21","212","http://www.gpo.gov/fdsys/pkg/plaw-108publ458/html/plaw-108publ458.htm","No","09/11/2012","11:38:28"
"007-000000594","26","007","Department of Defense","DEFENSE INFORMATION SYSTEM FOR SECURITY","Legislative Mandate","23","419","","No","09/11/2012","11:38:28"
"007-000000594","26","007","Department of Defense","DEFENSE INFORMATION SYSTEM FOR SECURITY","Published Agency Strategic Plan","25","182","http://www.defense.gov/pubs/pdfs/fy14-15_smp.pdf","Yes","12/09/2013","12:20:05"
"007-000000594","26","007","Department of Defense","DEFENSE INFORMATION SYSTEM FOR SECURITY","Presidential Priority","2525","536","http://www.dhs.gov/homeland-security-presidential-directive-12","Yes","03/28/2013","13:51:15"
"007-000000595","27","007","Department of Defense","DEFENSE INFORMATION SYSTEM NETWORK","Audit Finding Resolution","27","412","http://www.dodig.mil/audit/audit2/90-097.pdf","Yes","09/11/2012","11:38:32"
"007-000000595","27","007","Department of Defense","DEFENSE INFORMATION SYSTEM NETWORK","Published Agency Strategic Plan","29","413","http://www.disa.mil/about/~/media/files/disa/about/strategic-plan.pdf","Yes","03/28/2013","15:24:51"
"007-000000613","28","007","Department of Defense","Defense Medical Logistics Standard Support","Published Agency Strategic Plan","3933","625","http://prhome.defense.gov/docs/fy2012-2016%20strategic%20plan%20final%20(plain).pdf","No","12/09/2013","15:50:20"
"007-000000613","28","007","Department of Defense","Defense Medical Logistics Standard Support","Published Agency Strategic Plan","35","67","http://comptroller.defense.gov/defbudget/fy2013/fy2013_budget_request_overview_book.pdf","No","09/11/2012","11:56:52"
"007-000000613","28","007","Department of Defense","Defense Medical Logistics Standard Support","Published Agency Strategic Plan","3931","624","http://www.defense.gov/qdr/","Yes","12/09/2013","15:50:20"
"007-000000613","28","007","Department of Defense","Defense Medical Logistics Standard Support","Other Requirement","37","72","http://www.healthfinder.gov/orgs/hr1458.htm","Yes","09/11/2012","11:56:52"
"007-000000881","31","007","Department of Defense","GLOBAL COMMAND AND CONTROL SYSTEM- JOINT","Legislative Mandate","3753","843","","No","12/09/2013","13:01:45"
"007-000000881","31","007","Department of Defense","GLOBAL COMMAND AND CONTROL SYSTEM- JOINT","Published Agency Strategic Plan","3755","845","http://www.disa.mil/~/media/files/disa/about/strategic-plan.pdf","Yes","12/09/2013","13:01:45"
"007-000000884","33","007","Department of Defense","GLOBAL DECISION SUPPORT SYSTEM","Published Agency Strategic Plan","49","24","http://www.transcom.mil/index_textonly.cfm","Yes","09/11/2012","11:57:11"
"007-000000884","33","007","Department of Defense","GLOBAL DECISION SUPPORT SYSTEM","Other Requirement","3739","863","http://www.transcom.mil/index_textonly.cfm","Yes","12/09/2013","12:20:19"
"026-000001501","37","026","National Aeronautics and Space Administration","NASA Earth Observing System Data Information System (EOSDIS)","Legislative Mandate","2799","1","http://www.gpo.gov/fdsys/pkg/PLAW-111publ267/html/PLAW-111publ267.htm","Yes","09/10/2013","16:01:59"
"026-000001501","37","026","National Aeronautics and Space Administration","NASA Earth Observing System Data Information System (EOSDIS)","Legislative Mandate","1881","65813","http://www.gpo.gov/f...ubl267.htm","Yes","09/14/2012","10:30:02"
"026-000001501","37","026","National Aeronautics and Space Administration","NASA Earth Observing System Data Information System (EOSDIS)","Published Agency Strategic Plan","1883","65814","http://www.nasa.gov/...icPlan.pdf","No","09/14/2012","10:30:02"
"026-000001501","37","026","National Aeronautics and Space Administration","NASA Earth Observing System Data Information System (EOSDIS)","Published Agency Strategic Plan","2801","3","http://www.nasa.gov/news/budget/index.html#.UgFflXddB8H","Yes","09/10/2013","16:01:59"
"026-000005010","38","026","National Aeronautics and Space Administration","JSC DA Flight Operations User Applications (UA)","Legislative Mandate","1663","65800","http://www.nasa.gov/...11-267.pdf","No","09/14/2012","09:34:13"
"026-000005010","38","026","National Aeronautics and Space Administration","JSC DA Flight Operations User Applications (UA)","Legislative Mandate","3043","1","http://www.nasa.gov/...11-267.pdf","No","09/11/2013","14:53:41"
"026-000005010","38","026","National Aeronautics and Space Administration","JSC DA Flight Operations User Applications (UA)","Published Agency Strategic Plan","1665","65801","http://www.nasa.gov/...icPlan.pdf","No","09/14/2012","09:34:13"
"026-000005020","39","026","National Aeronautics and Space Administration","JSC DA Mission Control Center Systems (MCCS)","Legislative Mandate","2807","1","http://www.nasa.gov/pdf/516655main_PL_111-267.pdf","Yes","09/10/2013","16:21:53"
"026-000005020","39","026","National Aeronautics and Space Administration","JSC DA Mission Control Center Systems (MCCS)","Legislative Mandate","1687","65803","http://www.nasa.gov/...11-267.pdf","No","09/14/2012","09:49:17"
"026-000005020","39","026","National Aeronautics and Space Administration","JSC DA Mission Control Center Systems (MCCS)","Published Agency Strategic Plan","1689","65804","http://www.nasa.gov/...icPlan.pdf","No","09/14/2012","09:49:17"
"026-000005020","39","026","National Aeronautics and Space Administration","JSC DA Mission Control Center Systems (MCCS)","Published Agency Strategic Plan","2809","3","http://www.nasa.gov/pdf/516579main_NASA2011StrategicPlan.pdf","Yes","09/10/2013","16:21:53"
"026-000005030","40","026","National Aeronautics and Space Administration","JSC DA Space Station Training Facility (SSTF)","Legislative Mandate","3215","1","http://www.nasa.gov/...icPlan.pdf","No","09/11/2013","20:22:50"
"026-000005030","40","026","National Aeronautics and Space Administration","JSC DA Space Station Training Facility (SSTF)","Legislative Mandate","1691","65806","http://www.nasa.gov/...11-267.pdf","No","09/14/2012","09:50:54"
"026-000005030","40","026","National Aeronautics and Space Administration","JSC DA Space Station Training Facility (SSTF)","Published Agency Strategic Plan","1693","65807","http://www.nasa.gov/...icPlan.pdf","No","09/14/2012","09:50:54"
"026-000005030","40","026","National Aeronautics and Space Administration","JSC DA Space Station Training Facility (SSTF)","Published Agency Strategic Plan","3217","3","http://www.nasa.gov/pdf/516579main_NASA2011StrategicPlan.pdf","Yes","09/11/2013","20:22:50"
"026-000001502","43","026","National Aeronautics and Space Administration","NASA Center for Climate Simulation (NCCS)","Legislative Mandate","1781","65809","http://www.aip.org/fyi/2011/138.html","Yes","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","NASA Center for Climate Simulation (NCCS)","Legislative Mandate","1779","65810","http://www.gpo.gov/fdsys/pkg/BILLS-111s3729enr/pdf/BILLS-111s3729enr.pdf","Yes","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","NASA Center for Climate Simulation (NCCS)","Legislative Mandate","2747","1","http://www.gpo.gov/fdsys/pkg/BILLS-111s3729enr/pdf/BILLS-111s3729enr.pdfhttp://www.aip.org/fyi/2011/138.html","No","09/10/2013","15:38:06"
"026-000001502","43","026","National Aeronautics and Space Administration","NASA Center for Climate Simulation (NCCS)","Published Agency Strategic Plan","1783","65811","http://www.nasa.gov/...icPlan.pdf","No","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","NASA Center for Climate Simulation (NCCS)","Other Requirement","1785","65812","http://www.hec.nasa....ports.html","No","09/14/2012","10:26:30"
"026-000001502","43","026","National Aeronautics and Space Administration","NASA Center for Climate Simulation (NCCS)","Other Requirement","2749","5","https://hec.reisys.com/hec/computing/index.do","Yes","09/10/2013","15:38:06"
"026-000001124","45","026","National Aeronautics and Space Administration","NASA High-End Computing Capability (HECC)","Legislative Mandate","1901","65817","http://commerce.sena...t_2010.pdf","No","09/14/2012","10:34:26"
"026-000001124","45","026","National Aeronautics and Space Administration","NASA High-End Computing Capability (HECC)","Legislative Mandate","2793","1","2010 NASA Authorization Act:http://www.nasa.gov/offices/olia/policydocs/index.html ;Decadal Survey &quot;Earth Science &amp; Applications from Space: National Imperatives for the Next Decade and Beyond&quot;:http://www.nap.edu/openbook.phprecord_id&#61;11820","No","09/10/2013","15:46:11"
"026-000001124","45","026","National Aeronautics and Space Administration","NASA High-End Computing Capability (HECC)","Published Agency Strategic Plan","1903","65818","http://www.nasa.gov/...20revA.pdf","No","09/14/2012","10:34:26"
"026-000001124","45","026","National Aeronautics and Space Administration","NASA High-End Computing Capability (HECC)","Published Agency Strategic Plan","2795","3","http://www.nasa.gov/pdf/516579main_NASA2011StrategicPlan.pdfhttp://www.nasa.gov/sites/default/files/files/622687main_strategic_plan_addendum_2_13_12_enclosures_revA.pdfhttp://www.nasa.gov/news/budget/index.html#.Ufwda7YRpoU","No","09/10/2013","15:46:11"
"007-000000882","48","007","Department of Defense","Global Combat Support System-Joint Increment 7","Legislative Mandate","43","407","","No","09/11/2012","11:57:07"
"007-000000882","48","007","Department of Defense","Global Combat Support System-Joint Increment 7","Published Agency Strategic Plan","45","405","http://www.disa.mil/about/our-campaign-plan/lines-of-operation/command-and-control","No","09/11/2012","11:57:07"
"007-000000882","48","007","Department of Defense","Global Combat Support System-Joint Increment 7","Published Agency Strategic Plan","2461","549","http://www.disa.mil/~/media/files/disa/about/strategic-plan.pdf","No","12/09/2013","15:50:23"
"007-000000882","48","007","Department of Defense","Global Combat Support System-Joint Increment 7","Presidential Priority","47","406","","No","09/11/2012","11:57:07"
"007-000001826","49","007","Department of Defense","Integrated Strategic Planning and Analysis Network (ISPAN) Program","Published Agency Strategic Plan","2483","537","https://vela.stratcom.mil/sites/cio/pages/iesppamphlet.html","No","03/28/2013","13:11:02"
"007-000001911","50","007","Department of Defense","Theater Battle Management Core System","Published Agency Strategic Plan","2485","508","http://www.defense.gov/qdr/","Yes","03/28/2013","13:11:13"
"007-000001913","51","007","Department of Defense","Theater Medical Information Program-Joint Increment 2","Published Agency Strategic Plan","3795","629","http://www.defense.gov/qdr/","Yes","12/09/2013","13:27:12"
"007-000001913","51","007","Department of Defense","Theater Medical Information Program-Joint Increment 2","Published Agency Strategic Plan","153","59","http://comptroller.defense.gov/defbudget/fy2013/fy2013_budget_request_overview_book.pdf","No","09/11/2012","12:33:09"
"007-000001913","51","007","Department of Defense","Theater Medical Information Program-Joint Increment 2","Published Agency Strategic Plan","3797","630","http://prhome.defense.gov/docs/fy2012-2016%20strategic%20plan%20final%20(plain).pdf","No","12/09/2013","13:27:12"
"007-000001913","51","007","Department of Defense","Theater Medical Information Program-Joint Increment 2","Other Requirement","155","58","http://www.healthfinder.gov/orgs/hr1458.htm","Yes","09/11/2012","12:33:09"
"007-000002213","54","007","Department of Defense","Tactical Mission Command","Published Agency Strategic Plan","3799","731","http://usarmy.vo.llnwd.net/e2/c/downloads/243816.pdf","Yes","12/09/2013","13:27:28"
"007-000002166","55","007","Department of Defense","Advanced Field Artillery Tactical Data System","Published Agency Strategic Plan","157","461","http://usarmy.vo.llnwd.net/e2/c/downloads/243816.pdf","Yes","09/11/2012","12:33:14"
"007-000003538","57","007","Department of Defense","Next Generation Enterprise Network Increment 1","Legislative Mandate","2527","506","https://www.peoeis.portal.navy.mil/","No","03/28/2013","15:26:57"
"007-000003538","57","007","Department of Defense","Next Generation Enterprise Network Increment 1","Legislative Mandate","2529","507","https://homeport/","No","03/28/2013","15:26:57"
"007-000006046","60","007","Department of Defense","Global Command and Control System-Maritime Increment 2","Other Requirement","4001","951","","No","03/18/2014","11:38:37"
"007-000005069","62","007","Department of Defense","Global Combat Support System - Air Force","Audit Finding Resolution","2503","518","audit information- http://www.afaa.af.mil/","No","03/28/2013","13:12:33"
"007-000005069","62","007","Department of Defense","Global Combat Support System - Air Force","Audit Finding Resolution","2505","519","audit info - http://www.foia.af.mil/shared/media/document/afd-100528-087.pdf","No","03/28/2013","13:12:33"
"007-000005069","62","007","Department of Defense","Global Combat Support System - Air Force","Published Agency Strategic Plan","173","430","","No","09/11/2012","12:47:17"
"007-000005069","62","007","Department of Defense","Global Combat Support System - Air Force","Published Agency Strategic Plan","2507","520","https://www.my.af.mil/gcss-af/usaf/ep/contentview.docontentid=c6925ec193f260fb5e044080020e329a9&cha","Yes","03/18/2014","11:38:18"
"007-000006170","65","007","Department of Defense","Mission Planning Systems (MPS) Increment III","Legislative Mandate","175","305","","No","09/11/2012","12:47:32"
"007-000006191","66","007","Department of Defense","AF NC3-MEECN Modernization","Legislative Mandate","2515","534","www.senate.gov","Yes","03/28/2013","13:13:02"
"007-000006191","66","007","Department of Defense","AF NC3-MEECN Modernization","Legislative Mandate","2513","522","www.house.gov","Yes","03/28/2013","13:13:02"
"007-000006191","66","007","Department of Defense","AF NC3-MEECN Modernization","Published Agency Strategic Plan","2517","540","www.stratcom.mil/mission","Yes","03/28/2013","13:13:02"
"007-000006191","66","007","Department of Defense","AF NC3-MEECN Modernization","Other Requirement","2521","542","www.dtic.mil/cjcs_directives/cdata/unlimit/5119_01.pdf","Yes","03/28/2013","13:13:02"
"007-000006191","66","007","Department of Defense","AF NC3-MEECN Modernization","Presidential Priority","2519","541","www.acq.osd.mil/ncbdp/nm/nm_book_5_11/docs/nmhb2011_chapter5_surety.pdf","Yes","03/28/2013","13:13:02"
"007-000006524","77","007","Department of Defense","Airborne & Maritime/Fixed Station Joint Tactical Radio System","Legislative Mandate","3893","849","http://peoc3t.army.mil/tr/.","Yes","12/09/2013","14:24:04"
"007-000006524","77","007","Department of Defense","Airborne & Maritime/Fixed Station Joint Tactical Radio System","Published Agency Strategic Plan","3895","837","http://peoc3t.army.mil/tr/.","Yes","12/09/2013","14:24:04"
"007-000006963","79","007","Department of Defense","GuardNet XXI","Legislative Mandate","3899","816","http://thomas.loc.gov/cgi-bin/bdquery/zd100:h.j.res.395:","Yes","12/09/2013","14:24:24"
"007-000006963","79","007","Department of Defense","GuardNet XXI","Published Agency Strategic Plan","3901","818","see url in description... url field can not hold enough characters","No","12/09/2013","14:24:24"
"007-000006965","80","007","Department of Defense","NET-CENTRIC ENTERPRISE SERVICES","Legislative Mandate","171","375","http://www.disa.mil/about/our-campaign-plan","No","09/11/2012","12:43:24"
"007-000006965","80","007","Department of Defense","NET-CENTRIC ENTERPRISE SERVICES","Published Agency Strategic Plan","3903","819","http://www.disa.mil/~/media/files/disa/about/strategic-plan.pdf","Yes","12/09/2013","14:24:27"
"007-000001854","86","007","Department of Defense","Battle Control System-Fixed Increment 3","Published Agency Strategic Plan","3793","820","http://www.acc.af.mil/shared/media/document/afd-100915-011.pdf","Yes","12/09/2013","13:27:02"
"429-000000010","89","429","Nuclear Regulatory Commission","Agencywide Documents Access and Management System (ADAMS)","Legislative Mandate","2339","1","http://www.archives.gov/federal-register/laws/paperwork-reduction/http://www.archives.gov/about/regulations/subchapter/b.htmlhttp://www.archives.gov/about/laws/fed-agencies.html","No","09/25/2013","08:56:42"
"429-000000010","89","429","Nuclear Regulatory Commission","Agencywide Documents Access and Management System (ADAMS)","Published Agency Strategic Plan","2341","3","http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr1614/v5/sr1614v5.pdf","Yes","11/21/2012","10:31:38"
"429-000000010","89","429","Nuclear Regulatory Commission","Agencywide Documents Access and Management System (ADAMS)","Other Requirement","2343","5","http://ecfr.gpoaccess.gov/cgi/t/text/text-idxc&#61;ecfr&amp;sid&#61;7ce0ac15a5704bd440a757bcabc3081d&amp;rgn&#61;div5&amp;view&#61;text&amp;node&#61;5:3.0.2.3.9&amp;idno&#61;5","Yes","11/21/2012","10:31:38"
"429-000002016","90","429","Nuclear Regulatory Commission","Time and Labor Modernization (TLM)","Legislative Mandate","2333","1","http://www.whitehouse.gov/omb/financial_fmfia1982/","Yes","11/20/2012","15:45:58"
"429-000002016","90","429","Nuclear Regulatory Commission","Time and Labor Modernization (TLM)","Published Agency Strategic Plan","2335","3","http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr1614/v5/sr1614v5.pdf","Yes","11/20/2012","15:45:58"
"429-000002016","90","429","Nuclear Regulatory Commission","Time and Labor Modernization (TLM)","Other Requirement","2337","5","http://www.ssa.gov/OP_Home/comp2/F101-508.htmlhttp://epw.senate.gov/nwpa82.pdf","No","09/25/2013","08:57:49"
"012-000001025","105","012","Department of Labor","EFAST2","Legislative Mandate","3227","1","http://www.dol.gov/compliance/laws/comp-erisa.htm","Yes","09/12/2013","09:22:04"
"012-000001025","105","012","Department of Labor","EFAST2","Published Agency Strategic Plan","3229","3","http://labornet.dol.gov/workplaceresources/policies/Strategic-Plan/","No","09/12/2013","09:22:04"
"012-000002035","106","012","Department of Labor","Unemployment Insurance Database Management System (UIDBMS)","Legislative Mandate","1473","1","http://www.ows.doleta.gov/unemploy/jobcreact.asp","Yes","09/13/2012","15:30:57"
"012-000002035","106","012","Department of Labor","Unemployment Insurance Database Management System (UIDBMS)","Audit Finding Resolution","1475","2","Finding not available online.","No","09/12/2013","18:21:29"
"012-000002055","109","012","Department of Labor","Electronic Labor Organization Reporting System (e.LORS)","Legislative Mandate","1443","1","http://thomas.loc.gov/cgi-bin/query/Fc105:1:./temp/~c105xVx85J:e17654:, http://www.gpo.gov/fdsys/pkg/FR-2003-10-09/pdf/03-25487.pdf","Yes","09/13/2012","15:28:19"
"429-000001100","112","429","Nuclear Regulatory Commission","Financial Accounting and Integrated Management Information System (FAIMIS)","Legislative Mandate","2315","1","http://www.cfoc.gov/index.cfmfunction&#61;doc_cfo_act1990ahttp://www.whitehouse.gov/sites/default/files/omb/assets/omb/circulars/a136/a136_revised_2012.pdfhttp://www.fasab.gov/pdffiles/sffas-4.pdf","No","09/25/2013","12:14:58"
"429-000001100","112","429","Nuclear Regulatory Commission","Financial Accounting and Integrated Management Information System (FAIMIS)","Audit Finding Resolution","2317","2","ADAMS document ML101590358https://adamsxt.nrc.gov/WorkplaceXT/IBMgetContentvsId&#61;{B7CC03F9-A741-4648-A5DD-D5699928E34B}&amp;objectStoreName&#61;Main.__.Library&amp;objectType&#61;document&amp;id&#61;{400B9843-F270-4333-9623-65F6E83AA152}","No","09/25/2013","12:14:58"
"429-000001100","112","429","Nuclear Regulatory Commission","Financial Accounting and Integrated Management Information System (FAIMIS)","Published Agency Strategic Plan","2319","3","http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr1614/v5/sr1614v5.pdf","Yes","11/21/2012","10:35:55"
"012-000002495","114","012","Department of Labor","DOL E-Grants","Legislative Mandate","1425","1","http://www.gpo.gov/fdsys/pkg/PLAW-106publ107/pdf/PLAW-106publ107.pdf","Yes","09/13/2012","15:27:36"
"012-000002575","115","012","Department of Labor","Departmental E-Business Suite (DEBS)","Legislative Mandate","1427","1","http://www.dol.gov/dol/budget/2013/PDF/CBJ-2013-V1-01.pdf","Yes","09/13/2012","15:27:45"
"012-000002575","115","012","Department of Labor","Departmental E-Business Suite (DEBS)","Other Requirement","1429","5","http://www.whitehouse.gov/omb/memoranda_2006 http://www.whitehouse.gov/omb/performance/gprm-act","Yes","09/11/2013","16:27:38"
"012-000003585","117","012","Department of Labor","SOL Legal Technology Systems (formerly SOL IT Modernization)","Other Requirement","1483","5","http://www.whitehouse.gov/sites/default/files/omb/assets/egov_docs/federal-cloud-computing-strategy.pdf","Yes","09/12/2013","16:09:44"
"012-000001010","122","012","Department of Labor","Job Corps Student Pay Allotment Management Information System (SPAMIS)","Legislative Mandate","1449","1","http://www.gpo.gov/fdsys/pkg/PLAW-105publ220/content-detail.html","Yes","09/13/2012","15:29:28"
"012-000001010","122","012","Department of Labor","Job Corps Student Pay Allotment Management Information System (SPAMIS)","Presidential Priority","1451","4","http://www.whitehouse.gov/the-press-office/2012/05/10/executive-order-identifying-and-reducing-regulatory-burdens","Yes","09/13/2012","15:29:28"
"012-000002085","123","012","Department of Labor","MSHA Standardized Information System (MSIS)","Audit Finding Resolution","1453","2","http://www.msha.gov/PerformanceCoal/UBBInternalReview/UBBInternalReview.asp","Yes","09/13/2012","15:29:39"
"012-000001015","125","012","Department of Labor","New Core Financial Management System (NCFMS)","Legislative Mandate","1455","1","http://frwebgate.access.gpo.gov/cgi-bin/getdoc.cgidbname&#61;104_cong_public_laws&amp;docid&#61;f:publ208.104.pdf","No","09/13/2012","15:30:01"
"012-000001015","125","012","Department of Labor","New Core Financial Management System (NCFMS)","Audit Finding Resolution","1457","2","Not applicable","No","09/13/2012","15:30:01"
"012-000001015","125","012","Department of Labor","New Core Financial Management System (NCFMS)","Published Agency Strategic Plan","1459","3","http://www.dol.gov/_sec/stratplan/StrategicPlan.pdf","Yes","09/13/2012","15:30:01"
"012-000001015","125","012","Department of Labor","New Core Financial Management System (NCFMS)","Presidential Priority","1461","4","http://www.whitehouse.gov/omb/circulars_a127","Yes","09/13/2012","15:30:01"
"012-000000001","126","012","Department of Labor","Disability.gov","Other Requirement","1435","5","http://www.cio.gov/documents/25-point-implementation-plan-to-reform-federal%20it.pdf","No","09/13/2012","15:27:55"
"012-000000001","126","012","Department of Labor","Disability.gov","Presidential Priority","1433","4","http://georgewbush-whitehouse.archives.gov/news/releases/2002/08/20020828.html","Yes","09/13/2012","15:27:55"
"429-000002080","128","429","Nuclear Regulatory Commission","Enterprise Project Management (EPM)","Published Agency Strategic Plan","2313","3","http://www.nrc.gov/reading-rm/doc-collections/nuregs/staff/sr1614/v5/sr1614v5.pdf","Yes","11/27/2012","10:23:49"
